"gene_id","gene_name","cluster","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000026322","Htr4",4,42.0155874222158,-1.91102498257987,1.10347455493127,23.272486800158,3.54315196953262e-05,0.00321397602260699
"ENSMUSG00000017697","Ada",5,5023.28058997126,-0.268009979826112,1.15826435520452,23.0174704651841,4.00458258285649e-05,0.00345807484213725
"ENSMUSG00000019558","Slc6a8",5,8449.00214125746,0.210297243711313,0.693671370119759,22.7975646434119,4.45027044460766e-05,0.00376903673808695
"ENSMUSG00000028466","Creb3",5,604.105275361338,0.583831209305619,0.453978650258221,22.6360172790246,4.8088639233007e-05,0.00399589372041817
"ENSMUSG00000002384","Bmp8b",5,43.5290820331638,3.33975661951766,0.95083646084481,22.5935326524006,4.9078580538428e-05,0.00404003866712592
"ENSMUSG00000024121","Atp6v0c",4,78.1139283546673,-2.56940110148256,0.986519202626538,22.1709534536122,6.01006070710871e-05,0.00471933527945765
"ENSMUSG00000064120","Mocs1",5,523.005250434239,0.603695644312965,0.653386511454533,22.0957988582595,6.23046044033964e-05,0.00481385048758873
"ENSMUSG00000094651","Gal3st2",5,1501.38273710777,1.003615115043,0.686962753987015,21.7607502012322,7.31517690181885e-05,0.00555448949579486
"ENSMUSG00000049350","Zg16",4,14829.1813515227,-0.151507039964751,0.644408020067778,21.727765202278,7.43164251729999e-05,0.0055946929309725
"ENSMUSG00000019505","Ubb",3,7707.16194052044,-0.587856993301009,0.406601067372065,21.5939215138803,7.9234856983411e-05,0.00581583850258237
"ENSMUSG00000032046","Abhd12",5,693.343239009595,0.384827992886149,0.429389015024999,21.6083996730872,7.86875507545415e-05,0.00581583850258237
"ENSMUSG00000041237","Pklr",5,1930.8604560952,1.08187619566497,0.677781493225733,21.4373838557966,8.53999814349505e-05,0.00621655402048797
"ENSMUSG00000006800","Sulf2",5,1233.66858608363,0.803928891997581,0.459601093642843,21.399811253614,8.69494874535722e-05,0.00627746791386118
"ENSMUSG00000073678","Pgap1",4,427.188309278437,-0.79652633805932,0.379721952928551,21.3769626456712,8.79054299069293e-05,0.00628004995429426
"ENSMUSG00000030905","Crym",5,129.533194521817,1.40083611212545,0.728254274572806,21.2939951921906,9.14654856276058e-05,0.00644502397926361
"ENSMUSG00000032269","Htr3a",4,16.5933766240171,-3.26358516236131,1.32246153785832,21.271628234957,9.24495639766261e-05,0.0064626647579851
"ENSMUSG00000056025","Clca3a1",3,164.99342099503,-0.950230568304369,0.606475806139092,20.934047396696,0.000108649030087581,0.00719534328580011
"ENSMUSG00000026175","Vil1",5,14725.7128052102,0.869618352034478,0.471970318728207,20.8460962984061,0.000113314886804057,0.00729202938243259
"ENSMUSG00000031024","St5",4,560.215921048994,-0.312673084221573,0.411794707269614,20.8289329177174,0.000114248416754734,0.00729202938243259
"ENSMUSG00000074170","Plekhf1",5,214.006573649645,0.91100030729421,0.596960439408679,20.8757059127106,0.000111722216779776,0.00729202938243259
"ENSMUSG00000022105","Rb1",5,1087.42390350822,0.440183068345789,0.471522499955893,20.7938095137946,0.000116182745134553,0.00736214114492905
"ENSMUSG00000064373","Selenop",3,22980.9547763224,-0.0768152442189739,0.852389893849382,20.7656559682405,0.00011775674518006,0.00740338598800127
"ENSMUSG00000046245","Pilra",4,13.6244119793939,-3.02009042788083,1.14566665242773,20.7522322181922,0.000118514693949612,0.00740338598800127
"ENSMUSG00000021208","Ifi27l2b",5,1845.46824810857,0.383590470021232,0.573137158473486,20.6186321324681,0.000126328044794288,0.00778110082900759
"ENSMUSG00000022219","Cideb",5,466.843628698112,1.10896327156058,0.739413548531611,20.6331220065568,0.000125456420257108,0.00778110082900759
"ENSMUSG00000024158","Hagh",5,754.759813979637,0.60908514203752,0.428602283441408,20.5893437004032,0.000128108316124326,0.00778191757533145
"ENSMUSG00000078853","Igtp",5,714.393190339013,1.29674118783749,0.598715723861079,20.5516446930681,0.000130436632928915,0.00786908125231425
"ENSMUSG00000028862","Map3k6",3,82.5897032610928,-1.03958699551766,0.670417244855771,20.4836687410923,0.000134741854555937,0.00801896118195065
"ENSMUSG00000032554","Trf",4,33.12242873644,-1.13034972438985,1.36590204991351,20.3355647638998,0.000144618091713612,0.00843573610472513
"ENSMUSG00000031004","Mki67",4,1258.08845870342,-0.38181625281791,0.384208705273651,20.2670020012108,0.000149431044113121,0.00856329902588561
"ENSMUSG00000034781","Gna11",5,5796.39147171456,1.08304462206193,0.401604756999861,20.2282011360947,0.000152225090246796,0.00865031351544376
"ENSMUSG00000061024","Rrs1",4,181.852219080684,-1.84162512755917,0.647180615982719,20.0817644847918,0.000163246554653448,0.00915844365215011
"ENSMUSG00000039682","Lap3",5,4161.43676249429,0.0970119686039106,0.703247730863796,20.0088159089789,0.00016902984782919,0.00930509312299693
"ENSMUSG00000022881","Rfc4",3,153.168311254547,-0.850093699711746,0.626192228390802,20.015237161214,0.000168512694707891,0.00930509312299693
"ENSMUSG00000029798","Herc6",5,419.98016033908,2.28809692168885,0.817207656590873,19.9759145409484,0.000171704538462102,0.00933563935045796
"ENSMUSG00000021759","Plpp1",5,518.530068126851,1.63094644250568,0.696267577064931,19.9458695207235,0.000174183807016888,0.00941233725278989
"ENSMUSG00000034164","Emid1",3,109.83678401135,-0.152275940718838,0.857268637615164,19.9114038411594,0.000177071772886647,0.00951004985113161
"ENSMUSG00000064356","mt-Atp8",5,36.3046469296474,-0.118817846497199,1.41650167324203,19.7328192281522,0.000192816733435451,0.0101696394496973
"ENSMUSG00000062980","Cped1",3,248.422768713416,-1.77343849563665,0.482666702301848,19.6661207345723,0.000199048136411144,0.0104358094375557
"ENSMUSG00000004655","Aqp1",5,837.979946454722,0.649343338691474,0.518992185024793,19.6382182640997,0.000201714054139232,0.010513002300937
"ENSMUSG00000006342","Susd2",5,945.56164056416,0.121518610256895,0.895175148985535,19.516010481483,0.000213815224643569,0.0108860375645119
"ENSMUSG00000031834","Pik3r2",5,688.231187559211,0.761355190623023,0.341630083569544,19.4451862587608,0.000221156223280139,0.01100533341611
"ENSMUSG00000024050","Wiz",4,346.716719375928,-1.31694128845928,0.597245997985703,19.4508562078396,0.000220559403907662,0.01100533341611
"ENSMUSG00000022657","Cd96",5,26.0520971447531,6.68610898438199,1.83001734034071,19.4809487992883,0.000217418580127832,0.01100533341611
"ENSMUSG00000020467","Efemp1",4,303.332390399759,-1.15071911111256,0.59213219777437,19.2799123932054,0.000239277209418157,0.0117231648462402
"ENSMUSG00000057137","Tmem140",4,39.8750152469754,0.459531566158039,0.989155501659511,19.2773085699272,0.000239574213479022,0.0117231648462402
"ENSMUSG00000043003","Rasef",4,651.832432949435,-0.717227812662137,0.599317461241388,19.2520903451871,0.000242469769229959,0.0117993023612016
"ENSMUSG00000029994","Anxa4",3,8920.85307062743,-0.185660000926874,0.58593071075151,19.1213340339031,0.000258050953472948,0.0122563677645974
"ENSMUSG00000020319","Wdpcp",5,38.9356992482907,-0.0563723795476176,0.876872038135413,19.1481651708088,0.000254774489795082,0.0122563677645974
"ENSMUSG00000025911","Adhfe1",4,14.8564576815112,-0.359055674495564,1.22059000395724,19.0447979469317,0.000267629264100529,0.0126057676908955
"ENSMUSG00000036887","C1qa",4,306.992240024138,-0.0973150112617549,0.773722228858109,19.0330173837179,0.000269134662408429,0.0126092452473056
"ENSMUSG00000024610","Cd74",3,10497.9649126942,-0.355253438119219,0.599493206151946,19.0046949142892,0.000272788459937512,0.0127003670354541
"ENSMUSG00000021943","Gdf10",4,34.4309697612884,-0.722173113760658,1.41702032498218,18.7886814884917,0.000302328297048059,0.0138693106270797
"ENSMUSG00000026209","Dnpep",5,1365.1325963311,0.39035208964252,0.504484768113957,18.7028662020271,0.000314928078278989,0.01429838409011
"ENSMUSG00000026837","Col5a1",4,282.387485235486,-1.65542788450999,0.694416529781968,18.5042789058153,0.000346124440474868,0.0151674829437942
"ENSMUSG00000017929","B4galt5",5,1111.09837292509,0.351838216488457,0.395327260256298,18.4336558164826,0.00035794431407197,0.0156077896947817
"ENSMUSG00000020142","Slc1a4",4,408.486729785508,-1.15727246373704,0.927220127776495,18.336107720596,0.0003749334452027,0.0161738194842829
"ENSMUSG00000005107","Slc2a9",5,223.133726247237,1.47664778757271,0.717620603659681,18.3277027412266,0.000376434263655539,0.0161738194842829
"ENSMUSG00000019359","Gdpd2",5,175.988799972862,2.16423115812031,1.01352533459072,18.2720567523713,0.000386522426561801,0.0165266482192055
"ENSMUSG00000039013","Siglecf",5,77.6656768771014,0.518212549602692,0.918461666324154,18.1713746394151,0.000405463405338083,0.0172527617111973
"ENSMUSG00000021286","Zfyve21",5,489.659315858398,0.781787002144748,0.514082294611974,18.0859232345523,0.000422261312688877,0.0177108459150649
"ENSMUSG00000058392","Rrp1b",4,86.0335606666538,-1.3611613542474,0.707176490165274,18.0568333318088,0.000428136225585588,0.017872151066151
"ENSMUSG00000027075","Slc43a1",4,30.0965504506933,0.262919689207277,1.18668455214733,17.9331502780592,0.000454035915699541,0.0186492577899079
"ENSMUSG00000054770","Kctd18",4,54.4171852062785,-0.984207477267006,1.00566354014588,17.8422224793144,0.000474064727634393,0.0189066252297003
"ENSMUSG00000074743","Thbd",4,435.077836759351,-1.27449250976298,0.884654058117505,17.8295048338089,0.000476935216834626,0.0189227269814387
"ENSMUSG00000024292","Cyp4f14",5,8438.66244965368,0.810029505994405,0.736866280741023,17.7729599630933,0.000489908580998328,0.0193502904997008
"ENSMUSG00000064341","mt-Nd1",3,553275.709061612,-0.975366756826159,0.97262439940169,17.7593273518348,0.000493088509587016,0.0193880712858993
"ENSMUSG00000037933","Bicd2",4,249.497624148416,-0.742567282349027,0.485856105997233,17.7239969648412,0.000501425467664887,0.0195422810583731
"ENSMUSG00000036832","Lpar3",5,90.5379124871877,2.13236401216725,1.05689056565713,17.6772877311825,0.000512662985543284,0.0198922272099791
"ENSMUSG00000027639","Samhd1",5,1562.40415578284,0.863957778340031,0.428709062565955,17.574769830768,0.000538212666695555,0.0206112050793672
"ENSMUSG00000022090","Pdlim2",5,727.131033533515,1.21618441117782,0.536075279008335,17.5804173780834,0.000536772794891704,0.0206112050793672
"ENSMUSG00000029101","Rgs12",5,59.7002906958294,1.52583758991484,0.845593148421644,17.5127633337156,0.000554276290625169,0.021065228295478
"ENSMUSG00000026632","Tatdn3",5,66.1181841998912,0.740636719192648,0.743852165905043,17.3119403189171,0.000609645584561399,0.0226572080540793
"ENSMUSG00000009293","Ube2g2",4,550.794392212338,-0.7918145281886,0.49846333549902,17.2740807790318,0.000620683749641737,0.0228744036269641
"ENSMUSG00000018481","Appbp2",4,608.108478889339,-0.545271942078798,0.39722479951178,17.1739309290008,0.000650850050228715,0.0238861968433938
"ENSMUSG00000028885","Smpdl3b",5,1280.25163419603,-0.0552525039982254,0.928136533422316,17.1300081814874,0.000664535572558724,0.024087363469536
"ENSMUSG00000027559","Car3",4,302.047596727158,-3.80247436132388,1.42285381405677,17.0304091352308,0.000696637500382366,0.0250448289933383
"ENSMUSG00000034659","Tmem109",4,489.856950763884,0.215133661302155,0.526378361385057,16.9950148637175,0.000708412782708943,0.0253646332930909
"ENSMUSG00000024427","Spry4",4,131.770733906587,-2.26258121111712,0.936634011240113,16.9168849003719,0.000735110570423274,0.0261082818721298
"ENSMUSG00000010122","Slc47a1",5,272.634133641588,2.52666399175293,0.969182737934843,16.9062019684134,0.000738837898384078,0.0261352779476585
"ENSMUSG00000022602","Arc",4,29.1881262665208,-2.26975427159782,1.608747751754,16.8847930551669,0.000746364195033765,0.0261911387643721
"ENSMUSG00000028927","Padi2",4,26.0128985529967,-0.628320992262918,1.27442939489598,16.8685491835176,0.000752125508253457,0.026288577288478
"ENSMUSG00000037499","Nenf",4,324.399984501645,0.422681940674627,0.750858545593931,16.8404715433078,0.000762188368664939,0.0265350005976316
"ENSMUSG00000067212","H2-T23",5,3406.80804355605,0.157718957066895,0.417620885189575,16.7778598910401,0.000785112342986613,0.0272254705394728
"ENSMUSG00000049109","Themis",5,21.7696269007249,1.52807801421169,1.60553368144362,16.7660571189221,0.000789509804180216,0.0272705974714484
"ENSMUSG00000035186","Ubd",5,617.479120830833,1.82824817094806,0.972478776699482,16.6939924801445,0.000816895415959857,0.0278223714796931
"ENSMUSG00000050822","Slc29a4",4,31.23951457129,-1.54663932556482,1.449852535944,16.6729402718326,0.000825072226481149,0.0279509083494075
"ENSMUSG00000042684","Npl",5,166.822828019442,0.161902947995277,1.02882314426918,16.6422774939204,0.000837127520619976,0.0281428213802318
"ENSMUSG00000002658","Gtf2f1",5,624.781953474316,0.216292561989559,0.33455752952404,16.6174356274942,0.000847022468616145,0.0283672011542624
"ENSMUSG00000024313","Mep1b",5,5020.24875646932,0.327375484644012,0.642694073624453,16.5988934051073,0.000854483810341141,0.0285086871268363
"ENSMUSG00000015889","Lta4h",3,1823.17983881568,-0.244556314728238,0.416073485489103,16.5246763175568,0.000885007952900517,0.0291481450684443
"ENSMUSG00000041608","Entpd3",4,15.2349179778779,-2.20332668959952,1.23742807605301,16.4966481992279,0.000896815090094051,0.0291481450684443
"ENSMUSG00000052397","Ezr",5,10169.638262505,0.93423049711074,0.438998750107953,16.401889383715,0.000937904053554916,0.0303013828350529
"ENSMUSG00000073043","Atoh1",4,397.833912295071,-0.428932619888795,0.556312289169577,16.3990183583386,0.000939177737734949,0.0303013828350529
"ENSMUSG00000023057","Fabp2",5,53683.6187484912,1.25450898181431,0.901029451450171,16.328456449725,0.000971027111261321,0.0312146233430282
"ENSMUSG00000003200","Sh3gl1",3,294.158089793209,-0.638307564632487,0.375442791618044,16.292524143488,0.000987655715704684,0.031405312432949
"ENSMUSG00000038174","Fam126b",5,596.56437456856,1.26253231635293,0.709089730856824,16.2754949493217,0.00099563489526715,0.0315451516457304
"ENSMUSG00000066072","Cyp4a10",3,19.0964695322559,-6.31842710594083,2.02269309908642,16.2501512950727,0.00100762858021371,0.0315750805870807
"ENSMUSG00000025858","Get4",5,546.667431143668,0.781840440808935,0.354595884481958,15.9089040979497,0.0011838058469294,0.0359550410336351
"ENSMUSG00000040891","Foxa3",4,329.404251114155,0.0353002036189029,0.961100495415272,15.8657132074425,0.00120818112023553,0.0364440387227212
"ENSMUSG00000064370","mt-Cytb",3,583993.381837597,-0.905217580695721,0.933384714550546,15.8318106052449,0.00122766297819183,0.036905308914381
"ENSMUSG00000000278","Scpep1",5,664.381472713331,1.27335229347085,0.659993204767191,15.801630434953,0.0012452679905131,0.0369727872207231
"ENSMUSG00000057335","Cep170",4,72.3757919774693,-1.41764236854437,0.606792238745859,15.7991972583067,0.00124669820669332,0.0369727872207231
"ENSMUSG00000052298","Cdc42se2",3,2675.07897523955,-0.348181989400865,0.534617255553103,15.7829137543932,0.00125631168203342,0.0371328634072161
"ENSMUSG00000093805","Gal3st2b",5,333.424344580789,0.191344804694873,0.897027513853003,15.7554245751116,0.00127270804941065,0.0374916805993612
"ENSMUSG00000032715","Trib3",5,339.200162452278,1.46589622898812,1.03652850302951,15.7433490738351,0.00127997766985782,0.0375801443870255
"ENSMUSG00000051391","Ywhag",4,1201.8116957577,-0.874800522947581,0.433644183545227,15.6956787278291,0.001309080671523,0.0380540678375398
"ENSMUSG00000004270","Lpcat3",5,1438.30306746852,0.44468530048539,0.549737136533558,15.7019647354534,0.00130520575074179,0.0380540678375398
"ENSMUSG00000060802","B2m",3,18941.372979419,-0.314578050471621,0.539001990041115,15.6341957879021,0.00134758822829026,0.0389165807041986
"ENSMUSG00000040111","Gramd1b",5,828.17604759911,1.01116728864923,0.663681815814566,15.5318909691171,0.00141417048279142,0.0405733342424327
"ENSMUSG00000063522","2010109I03Rik",5,5261.15768576384,2.11223636602202,1.02501857954377,15.4424656021534,0.00147503865559023,0.0414849216055564
"ENSMUSG00000027176","Cstf3",4,306.58217376652,-0.999003305765071,0.450731415779584,15.4301495881876,0.00148362287758291,0.0414849216055564
"ENSMUSG00000020226","Slc5a4b",5,472.435790671506,0.699032366460234,1.13145373983816,15.442159686675,0.00147525127950186,0.0414849216055564
"ENSMUSG00000042029","Ncapg2",4,156.617450503205,-0.035567427162147,0.531954174476477,15.3849401956725,0.00151556086916736,0.0420187469947963
"ENSMUSG00000025817","Nudt5",3,827.188192769237,-0.194718136215711,0.641585264077318,15.1119541210898,0.00172343313843491,0.045722888805225
"ENSMUSG00000063953","Amd2",5,105.278584133023,1.55408759875904,0.897382496366889,15.0718772843231,0.00175624373316963,0.0464313136040077
"ENSMUSG00000015944","Castor2",5,836.945593997,0.38840074007036,0.860044406124925,15.0075690590779,0.00181019209454166,0.0474372166230618
"ENSMUSG00000031167","Rbm3",5,691.782142153341,0.623318943337852,0.577583949566972,15.0019541273496,0.00181497979132287,0.0474372166230618
"ENSMUSG00000046814","Gchfr",3,192.476552903064,-0.783220895785247,0.800186750629272,14.9757455119357,0.0018374938396274,0.0477423178154516
"ENSMUSG00000030341","Tnfrsf1a",3,1699.1717332661,-0.858574326085018,0.418894270302074,14.9490700235545,0.00186069343433965,0.0479210168703615
"ENSMUSG00000026596","Abl2",4,363.426544336225,-0.324500007321915,0.39538610048311,14.9142733326275,0.00189139324090642,0.0485322001056465
"ENSMUSG00000046572","Zfp518b",4,28.1795029560566,-0.0847625601017988,1.05979840779039,14.90421375973,0.00190036167675782,0.0485322001056465
"ENSMUSG00000078922","Tgtp1",3,22.8253669612942,-1.543414593853,1.20978078007731,14.9035502427648,0.00190095470441054,0.0485322001056465
