"Feature","Comparison","Group","Method","EffectSize","EffectSize_type","Z_statistic","P.unadj","P.adj","Significance"
"Muribaculaceae","DB_Control - WT_Control","WT_Control","Dunn",0.8944,"r (|Z|/sqrt(N))",-2.6833,0.00729035809153564,0.0218710742746069,"*"
"Clostridium_sensu_stricto_1","DB_Control - WT_Control","WT_Control","Dunn",0.8944,"r (|Z|/sqrt(N))",-2.6833,0.00729035809153564,0.0218710742746069,"*"
"Lachnoclostridium","DB_Control - WT_Control","WT_Control","Dunn",0.8944,"r (|Z|/sqrt(N))",-2.6833,0.00729035809153564,0.0218710742746069,"*"
"Lachnospiraceae_UCG-006","DB_Control - DB_Treated","DB_Treated","Dunn",0.8944,"r (|Z|/sqrt(N))",-2.6833,0.00729035809153564,0.0218710742746069,"*"
"Anaerofustis","DB_Control - WT_Control","WT_Control","Dunn",0.8603,"r (|Z|/sqrt(N))",-2.5808,0.00985704625920115,0.0295711387776034,"*"
"Mucispirillum","DB_Control - WT_Control","DB_Control","Dunn",0.8447,"r (|Z|/sqrt(N))",2.5342,0.0112701048492832,0.0338103145478497,"*"
"Lachnospiraceae_UCG-001","DB_Treated - WT_Control","DB_Treated","Dunn",0.8447,"r (|Z|/sqrt(N))",2.5342,0.0112701048492832,0.0338103145478497,"*"
"Rikenellaceae_RC9_gut_group","DB_Control - WT_Control","WT_Control","Dunn",0.8233,"r (|Z|/sqrt(N))",-2.47,0.0135117613965884,0.0405352841897653,"*"
"Prevotellaceae_UCG-001","DB_Control - WT_Control","WT_Control","Dunn",0.7984,"r (|Z|/sqrt(N))",-2.3951,0.0166140291573842,0.0498420874721526,"*"
"Prevotellaceae_Ga6A1_group","DB_Control - DB_Treated","DB_Treated","Dunn",0.7971,"r (|Z|/sqrt(N))",-2.3912,0.01679522311226,0.02519283466839,"*"
"Prevotellaceae_Ga6A1_group","DB_Treated - WT_Control","DB_Treated","Dunn",0.7971,"r (|Z|/sqrt(N))",2.3912,0.01679522311226,0.05038566933678,"ns"
"Bifidobacterium","DB_Control - WT_Control","WT_Control","Dunn",0.795,"r (|Z|/sqrt(N))",-2.3851,0.0170726610937884,0.0512179832813652,"ns"
"Candidatus_Arthromitus","DB_Control - WT_Control","DB_Control","Dunn",0.795,"r (|Z|/sqrt(N))",2.3851,0.0170726610937884,0.0512179832813652,"ns"
"Coriobacteriaceae_UCG-002","DB_Control - WT_Control","WT_Control","Dunn",0.795,"r (|Z|/sqrt(N))",-2.3851,0.0170726610937884,0.0512179832813652,"ns"
"Clostridia_UCG-014","DB_Control - WT_Control","WT_Control","Dunn",0.795,"r (|Z|/sqrt(N))",-2.3851,0.0170726610937884,0.0512179832813652,"ns"
"ASF356","DB_Control - WT_Control","DB_Control","Dunn",0.795,"r (|Z|/sqrt(N))",2.3851,0.0170726610937884,0.0512179832813652,"ns"
"Eubacterium_nodatum_group","DB_Treated - WT_Control","DB_Treated","Dunn",0.7734,"r (|Z|/sqrt(N))",2.3203,0.020325103649766,0.060975310949298,"ns"
"Erysipelotrichaceae","DB_Control - DB_Treated","DB_Treated","Dunn",0.7581,"r (|Z|/sqrt(N))",-2.2743,0.0229483078228747,0.0688449234686239,"ns"
"Prevotellaceae_UCG-003","DB_Treated - WT_Control","DB_Treated","Dunn",0.7525,"r (|Z|/sqrt(N))",2.2576,0.0239676798225893,0.0719030394677678,"ns"
"Dubosiella","DB_Control - WT_Control","WT_Control","Dunn",0.7516,"r (|Z|/sqrt(N))",-2.2549,0.0241372154199607,0.0724116462598821,"ns"
"Prevotellaceae_NK3B31_group","DB_Control - DB_Treated","DB_Treated","Dunn",0.7485,"r (|Z|/sqrt(N))",-2.2454,0.0247396712953285,0.0742190138859855,"ns"
"Lactobacillus","DB_Treated - WT_Control","DB_Treated","Dunn",0.7454,"r (|Z|/sqrt(N))",2.2361,0.0253473186774683,0.0760419560324048,"ns"
"Romboutsia","DB_Treated - WT_Control","DB_Treated","Dunn",0.7454,"r (|Z|/sqrt(N))",2.2361,0.0253473186774683,0.0760419560324048,"ns"
"Muribaculum","DB_Control - WT_Control","WT_Control","Dunn",0.7454,"r (|Z|/sqrt(N))",-2.2361,0.0253473186774683,0.0760419560324048,"ns"
"Turicibacter","DB_Control - WT_Control","WT_Control","Dunn",0.7454,"r (|Z|/sqrt(N))",-2.2361,0.0253473186774683,0.0760419560324048,"ns"
"Parasutterella","DB_Control - WT_Control","WT_Control","Dunn",0.7454,"r (|Z|/sqrt(N))",-2.2361,0.0253473186774683,0.0760419560324048,"ns"
"Anaerotruncus","DB_Treated - WT_Control","DB_Treated","Dunn",0.7454,"r (|Z|/sqrt(N))",2.2361,0.0253473186774683,0.0760419560324048,"ns"
"Enterorhabdus","DB_Control - WT_Control","WT_Control","Dunn",0.7454,"r (|Z|/sqrt(N))",-2.2361,0.0253473186774683,0.0760419560324048,"ns"
"Monoglobus","DB_Control - WT_Control","WT_Control","Dunn",0.7266,"r (|Z|/sqrt(N))",-2.1798,0.0292742565895801,0.0878227697687403,"ns"
"RF39","DB_Control - WT_Control","WT_Control","Dunn",0.7006,"r (|Z|/sqrt(N))",-2.1019,0.035557905699921,0.106673717099763,"ns"
"Lachnospiraceae_NK4A136_group","DB_Control - DB_Treated","DB_Treated","Dunn",0.6957,"r (|Z|/sqrt(N))",-2.087,0.0368884257070499,0.11066527712115,"ns"
"Faecalibaculum","DB_Treated - WT_Control","WT_Control","Dunn",0.6957,"r (|Z|/sqrt(N))",-2.087,0.0368884257070499,0.11066527712115,"ns"
"Incertae_Sedis","DB_Control - DB_Treated","DB_Treated","Dunn",0.6957,"r (|Z|/sqrt(N))",-2.087,0.0368884257070499,0.11066527712115,"ns"
"UCG-010","DB_Treated - WT_Control","DB_Treated","Dunn",0.6957,"r (|Z|/sqrt(N))",2.087,0.0368884257070499,0.11066527712115,"ns"
"Christensenellaceae_R-7_group","DB_Control - DB_Treated","DB_Treated","Dunn",0.6852,"r (|Z|/sqrt(N))",-2.0557,0.0398071148012242,0.119421344403672,"ns"
"Bilophila","DB_Treated - WT_Control","DB_Treated","Dunn",0.6736,"r (|Z|/sqrt(N))",2.0209,0.0432901998037879,0.129870599411364,"ns"
"Comamonas","DB_Control - WT_Control","DB_Control","Dunn",0.657,"r (|Z|/sqrt(N))",1.9711,0.0487175950641551,0.146152785192465,"ns"
"Parabacteroides","DB_Control - WT_Control","WT_Control","Dunn",0.6514,"r (|Z|/sqrt(N))",-1.9543,0.0506681514459329,0.152004454337799,"ns"
"Lachnospiraceae_NK4A136_group","DB_Control - WT_Control","WT_Control","Dunn",0.646,"r (|Z|/sqrt(N))",-1.9379,0.0526323025657407,0.078948453848611,"ns"
"Bacteroides","DB_Control - WT_Control","WT_Control","Dunn",0.646,"r (|Z|/sqrt(N))",-1.9379,0.0526323025657406,0.157896907697222,"ns"
"Blautia","DB_Control - DB_Treated","DB_Treated","Dunn",0.646,"r (|Z|/sqrt(N))",-1.9379,0.0526323025657406,0.157896907697222,"ns"
"Faecalibaculum","DB_Control - WT_Control","WT_Control","Dunn",0.646,"r (|Z|/sqrt(N))",-1.9379,0.0526323025657406,0.0789484538486109,"ns"
"Enterococcus","DB_Treated - WT_Control","DB_Treated","Dunn",0.646,"r (|Z|/sqrt(N))",1.9379,0.0526323025657406,0.157896907697222,"ns"
"Eubacterium_siraeum_group","DB_Control - DB_Treated","DB_Treated","Dunn",0.646,"r (|Z|/sqrt(N))",-1.9379,0.0526323025657407,0.157896907697222,"ns"
"Eubacterium_coprostanoligenes_group","DB_Control - DB_Treated","DB_Treated","Dunn",0.646,"r (|Z|/sqrt(N))",-1.9379,0.0526323025657406,0.157896907697222,"ns"
"Butyricicoccus","DB_Control - DB_Treated","DB_Treated","Dunn",0.646,"r (|Z|/sqrt(N))",-1.9379,0.0526323025657406,0.157896907697222,"ns"
"GCA-900066575","DB_Control - DB_Treated","DB_Treated","Dunn",0.646,"r (|Z|/sqrt(N))",-1.9379,0.0526323025657406,0.157896907697222,"ns"
"UCG-010","DB_Control - DB_Treated","DB_Treated","Dunn",0.646,"r (|Z|/sqrt(N))",-1.9379,0.0526323025657406,0.0789484538486109,"ns"
"Others","DB_Treated - WT_Control","DB_Treated","Dunn",0.646,"r (|Z|/sqrt(N))",1.9379,0.0526323025657406,0.157896907697222,"ns"
"Parabacteroides","DB_Control - DB_Treated","DB_Treated","Dunn",0.6264,"r (|Z|/sqrt(N))",-1.8791,0.0602287828562387,0.090343174284358,"ns"
"Monoglobus","DB_Control - DB_Treated","DB_Treated","Dunn",0.6264,"r (|Z|/sqrt(N))",-1.8791,0.0602287828562386,0.0903431742843579,"ns"
"Desulfovibrio","DB_Control - DB_Treated","DB_Treated","Dunn",0.6237,"r (|Z|/sqrt(N))",-1.8712,0.0613169530776831,0.183950859233049,"ns"
"Lachnospiraceae_FCS020_group","DB_Control - DB_Treated","DB_Treated","Dunn",0.6237,"r (|Z|/sqrt(N))",-1.8712,0.061316953077683,0.183950859233049,"ns"
"Dubosiella","DB_Treated - WT_Control","WT_Control","Dunn",0.6013,"r (|Z|/sqrt(N))",-1.804,0.0712390723698092,0.106858608554714,"ns"
"Prevotellaceae_NK3B31_group","DB_Treated - WT_Control","DB_Treated","Dunn",0.5988,"r (|Z|/sqrt(N))",1.7964,0.0724380992504463,0.108657148875669,"ns"
"UCG-009","DB_Control - DB_Treated","DB_Treated","Dunn",0.5988,"r (|Z|/sqrt(N))",-1.7964,0.0724380992504463,0.217314297751339,"ns"
"Lactobacillus","DB_Control - WT_Control","DB_Control","Dunn",0.5963,"r (|Z|/sqrt(N))",1.7889,0.0736382701203027,0.110457405180454,"ns"
"Muribaculum","DB_Treated - WT_Control","WT_Control","Dunn",0.5963,"r (|Z|/sqrt(N))",-1.7889,0.0736382701203027,0.110457405180454,"ns"
"Parasutterella","DB_Treated - WT_Control","WT_Control","Dunn",0.5963,"r (|Z|/sqrt(N))",-1.7889,0.0736382701203027,0.110457405180454,"ns"
"Anaerotruncus","DB_Control - DB_Treated","DB_Treated","Dunn",0.5963,"r (|Z|/sqrt(N))",-1.7889,0.0736382701203027,0.110457405180454,"ns"
"Enterorhabdus","DB_Control - DB_Treated","DB_Treated","Dunn",0.5963,"r (|Z|/sqrt(N))",-1.7889,0.0736382701203027,0.110457405180454,"ns"
"Barnesiella","DB_Control - WT_Control","WT_Control","Dunn",0.5904,"r (|Z|/sqrt(N))",-1.7712,0.0765225004750593,0.229567501425178,"ns"
"Lachnospiraceae_FCS020_group","DB_Treated - WT_Control","DB_Treated","Dunn",0.5738,"r (|Z|/sqrt(N))",1.7215,0.0851589113290409,0.127738366993561,"ns"
"Family_XIII_UCG-001","DB_Treated - WT_Control","DB_Treated","Dunn",0.5738,"r (|Z|/sqrt(N))",1.7215,0.0851589113290409,0.255476733987123,"ns"
"Prevotellaceae_UCG-001","DB_Control - DB_Treated","DB_Treated","Dunn",0.5489,"r (|Z|/sqrt(N))",-1.6467,0.0996282351847965,0.149442352777195,"ns"
"Anaerofustis","DB_Treated - WT_Control","WT_Control","Dunn",0.5474,"r (|Z|/sqrt(N))",-1.6423,0.100521640833403,0.150782461250104,"ns"
"Bifidobacterium","DB_Treated - WT_Control","WT_Control","Dunn",0.5466,"r (|Z|/sqrt(N))",-1.6398,0.10105025592541,0.151575383888115,"ns"
"Candidatus_Arthromitus","DB_Treated - WT_Control","DB_Treated","Dunn",0.5466,"r (|Z|/sqrt(N))",1.6398,0.10105025592541,0.151575383888115,"ns"
"Coriobacteriaceae_UCG-002","DB_Treated - WT_Control","WT_Control","Dunn",0.5466,"r (|Z|/sqrt(N))",-1.6398,0.10105025592541,0.151575383888115,"ns"
"Bacteroides","DB_Control - DB_Treated","DB_Treated","Dunn",0.5466,"r (|Z|/sqrt(N))",-1.6398,0.10105025592541,0.151575383888115,"ns"
"Clostridia_UCG-014","DB_Treated - WT_Control","WT_Control","Dunn",0.5466,"r (|Z|/sqrt(N))",-1.6398,0.10105025592541,0.151575383888115,"ns"
"A2","DB_Treated - WT_Control","DB_Treated","Dunn",0.5466,"r (|Z|/sqrt(N))",1.6398,0.10105025592541,0.30315076777623,"ns"
"Enterococcus","DB_Control - DB_Treated","DB_Treated","Dunn",0.5466,"r (|Z|/sqrt(N))",-1.6398,0.10105025592541,0.151575383888115,"ns"
"Oscillibacter","DB_Control - DB_Treated","DB_Treated","Dunn",0.5466,"r (|Z|/sqrt(N))",-1.6398,0.10105025592541,0.30315076777623,"ns"
"Roseburia","DB_Control - WT_Control","DB_Control","Dunn",0.5466,"r (|Z|/sqrt(N))",1.6398,0.10105025592541,0.30315076777623,"ns"
"Eubacterium_coprostanoligenes_group","DB_Treated - WT_Control","DB_Treated","Dunn",0.5466,"r (|Z|/sqrt(N))",1.6398,0.10105025592541,0.151575383888115,"ns"
"Butyricicoccus","DB_Treated - WT_Control","DB_Treated","Dunn",0.5466,"r (|Z|/sqrt(N))",1.6398,0.10105025592541,0.151575383888115,"ns"
"ASF356","DB_Control - DB_Treated","DB_Control","Dunn",0.5466,"r (|Z|/sqrt(N))",1.6398,0.10105025592541,0.151575383888115,"ns"
"Marvinbryantia","DB_Control - WT_Control","WT_Control","Dunn",0.5466,"r (|Z|/sqrt(N))",-1.6398,0.10105025592541,0.30315076777623,"ns"
"Tuzzerella","DB_Control - DB_Treated","DB_Treated","Dunn",0.5466,"r (|Z|/sqrt(N))",-1.6398,0.10105025592541,0.30315076777623,"ns"
"Escherichia-Shigella","DB_Control - WT_Control","WT_Control","Dunn",0.5262,"r (|Z|/sqrt(N))",-1.5785,0.114460737563704,0.343382212691112,"ns"
"Rikenellaceae_RC9_gut_group","DB_Treated - WT_Control","WT_Control","Dunn",0.5239,"r (|Z|/sqrt(N))",-1.5718,0.115994506630286,0.173991759945428,"ns"
"Akkermansia","DB_Control - WT_Control","WT_Control","Dunn",0.499,"r (|Z|/sqrt(N))",-1.497,0.134403047888473,0.403209143665418,"ns"
"Bacillus","DB_Treated - WT_Control","WT_Control","Dunn",0.4969,"r (|Z|/sqrt(N))",-1.4907,0.136037128114144,0.408111384342431,"ns"
"Colidextribacter","DB_Control - DB_Treated","DB_Treated","Dunn",0.4969,"r (|Z|/sqrt(N))",-1.4907,0.136037128114144,0.408111384342431,"ns"
"Mucispirillum","DB_Control - DB_Treated","DB_Control","Dunn",0.4969,"r (|Z|/sqrt(N))",1.4907,0.136037128114144,0.204055692171215,"ns"
"Oscillibacter","DB_Control - WT_Control","WT_Control","Dunn",0.4969,"r (|Z|/sqrt(N))",-1.4907,0.136037128114144,0.204055692171215,"ns"
"Marvinbryantia","DB_Treated - WT_Control","WT_Control","Dunn",0.4969,"r (|Z|/sqrt(N))",-1.4907,0.136037128114144,0.204055692171215,"ns"
"Lachnospiraceae_UCG-001","DB_Control - WT_Control","DB_Control","Dunn",0.4969,"r (|Z|/sqrt(N))",1.4907,0.136037128114144,0.204055692171215,"ns"
"Incertae_Sedis","DB_Treated - WT_Control","DB_Treated","Dunn",0.4969,"r (|Z|/sqrt(N))",1.4907,0.136037128114144,0.204055692171215,"ns"
"Tuzzerella","DB_Treated - WT_Control","DB_Treated","Dunn",0.4969,"r (|Z|/sqrt(N))",1.4907,0.136037128114144,0.204055692171215,"ns"
"Kocuria","DB_Control - DB_Treated","DB_Control","Dunn",0.4899,"r (|Z|/sqrt(N))",1.4697,0.141644690295137,0.212467035442705,"ns"
"Kocuria","DB_Treated - WT_Control","WT_Control","Dunn",0.4899,"r (|Z|/sqrt(N))",-1.4697,0.141644690295137,0.42493407088541,"ns"
"Alistipes","DB_Treated - WT_Control","WT_Control","Dunn",0.474,"r (|Z|/sqrt(N))",-1.4221,0.154993084226042,0.464979252678127,"ns"
"Eubacterium_xylanophilum_group","DB_Control - WT_Control","WT_Control","Dunn",0.474,"r (|Z|/sqrt(N))",-1.4221,0.154993084226042,0.464979252678127,"ns"
"Ruminococcus","DB_Treated - WT_Control","DB_Treated","Dunn",0.474,"r (|Z|/sqrt(N))",1.4221,0.154993084226042,0.464979252678127,"ns"
"Family_XIII_UCG-001","DB_Control - DB_Treated","DB_Treated","Dunn",0.474,"r (|Z|/sqrt(N))",-1.4221,0.154993084226042,0.232489626339063,"ns"
"RF39","DB_Control - DB_Treated","DB_Treated","Dunn",0.4671,"r (|Z|/sqrt(N))",-1.4013,0.161124949289052,0.241687423933578,"ns"
"Ralstonia","DB_Control - WT_Control","WT_Control","Dunn",0.4549,"r (|Z|/sqrt(N))",-1.3646,0.17238620178886,0.25857930268329,"ns"
"Ralstonia","DB_Treated - WT_Control","WT_Control","Dunn",0.4549,"r (|Z|/sqrt(N))",-1.3646,0.17238620178886,0.517158605366581,"ns"
"Erysipelotrichaceae","DB_Treated - WT_Control","DB_Treated","Dunn",0.4549,"r (|Z|/sqrt(N))",1.3646,0.17238620178886,0.25857930268329,"ns"
"Escherichia-Shigella","DB_Treated - WT_Control","WT_Control","Dunn",0.451,"r (|Z|/sqrt(N))",-1.353,0.176067498811742,0.264101248217613,"ns"
"Bilophila","DB_Control - WT_Control","DB_Control","Dunn",0.4491,"r (|Z|/sqrt(N))",1.3473,0.177894533335963,0.266841800003945,"ns"
"Muribaculaceae","DB_Control - DB_Treated","DB_Treated","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.179712494879,"ns"
"Muribaculaceae","DB_Treated - WT_Control","WT_Control","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.2695687423185,"ns"
"Romboutsia","DB_Control - DB_Treated","DB_Treated","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.2695687423185,"ns"
"Clostridium_sensu_stricto_1","DB_Control - DB_Treated","DB_Treated","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.179712494879,"ns"
"Clostridium_sensu_stricto_1","DB_Treated - WT_Control","WT_Control","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.2695687423185,"ns"
"Lachnoclostridium","DB_Control - DB_Treated","DB_Treated","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.179712494879,"ns"
"Lachnoclostridium","DB_Treated - WT_Control","WT_Control","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.2695687423185,"ns"
"Turicibacter","DB_Control - DB_Treated","DB_Treated","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.2695687423185,"ns"
"Lachnospiraceae_UCG-006","DB_Control - WT_Control","WT_Control","Dunn",0.4472,"r (|Z|/sqrt(N))",-1.3416,0.179712494879,0.179712494879,"ns"
"Lachnospiraceae_UCG-006","DB_Treated - WT_Control","DB_Treated","Dunn",0.4472,"r (|Z|/sqrt(N))",1.3416,0.179712494879,0.2695687423185,"ns"
"Acinetobacter","DB_Control - WT_Control","DB_Control","Dunn",0.4241,"r (|Z|/sqrt(N))",1.2724,0.203224634648643,0.60967390394593,"ns"
"Eubacterium_nodatum_group","DB_Control - WT_Control","DB_Control","Dunn",0.4241,"r (|Z|/sqrt(N))",1.2724,0.203224634648643,0.304836951972965,"ns"
"Chloroplast","DB_Control - DB_Treated","DB_Control","Dunn",0.4171,"r (|Z|/sqrt(N))",1.2513,0.210825403181828,0.632476209545483,"ns"
"Prevotellaceae_UCG-003","DB_Control - WT_Control","DB_Control","Dunn",0.4152,"r (|Z|/sqrt(N))",1.2456,0.212911902811504,0.319367854217257,"ns"
"Klebsiella","DB_Treated - WT_Control","DB_Treated","Dunn",0.4103,"r (|Z|/sqrt(N))",1.2309,0.218354690565902,0.655064071697705,"ns"
"Brevibacillus","DB_Control - WT_Control","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",-1.2247,0.220671361919847,0.33100704287977,"ns"
"Brevibacillus","DB_Treated - WT_Control","DB_Treated","Dunn",0.4082,"r (|Z|/sqrt(N))",-1.2247,0.220671361919847,0.66201408575954,"ns"
"Raoultella","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.33100704287977,"ns"
"Raoultella","DB_Control - WT_Control","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"Bacteroidetes_vadinHA17","DB_Control - WT_Control","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",-1.2247,0.220671361919847,0.33100704287977,"ns"
"Bacteroidetes_vadinHA17","DB_Treated - WT_Control","DB_Treated","Dunn",0.4082,"r (|Z|/sqrt(N))",-1.2247,0.220671361919847,0.66201408575954,"ns"
"Smithella","DB_Control - WT_Control","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",-1.2247,0.220671361919847,0.33100704287977,"ns"
"Smithella","DB_Treated - WT_Control","DB_Treated","Dunn",0.4082,"r (|Z|/sqrt(N))",-1.2247,0.220671361919847,0.66201408575954,"ns"
"Woeseia","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.33100704287977,"ns"
"Woeseia","DB_Control - WT_Control","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"Nitriliruptoraceae","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.33100704287977,"ns"
"Nitriliruptoraceae","DB_Control - WT_Control","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"S0134_terrestrial_group","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.33100704287977,"ns"
"S0134_terrestrial_group","DB_Control - WT_Control","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"Halomonas","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.33100704287977,"ns"
"Halomonas","DB_Control - WT_Control","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"Marinobacter","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.33100704287977,"ns"
"Marinobacter","DB_Control - WT_Control","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"SAR202_clade","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.33100704287977,"ns"
"SAR202_clade","DB_Control - WT_Control","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"C1-B045","DB_Control - DB_Treated","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.33100704287977,"ns"
"C1-B045","DB_Control - WT_Control","DB_Control","Dunn",0.4082,"r (|Z|/sqrt(N))",1.2247,0.220671361919847,0.66201408575954,"ns"
"Comamonas","DB_Treated - WT_Control","DB_Treated","Dunn",0.4043,"r (|Z|/sqrt(N))",1.213,0.225146310864658,0.337719466296987,"ns"
"Delftia","DB_Control - WT_Control","WT_Control","Dunn",0.3992,"r (|Z|/sqrt(N))",-1.1976,0.231084499344048,0.693253498032145,"ns"
"Intestinimonas","DB_Treated - WT_Control","DB_Treated","Dunn",0.3992,"r (|Z|/sqrt(N))",1.1976,0.231084499344048,0.693253498032145,"ns"
"Alloprevotella","DB_Control - WT_Control","DB_Control","Dunn",0.3975,"r (|Z|/sqrt(N))",1.1926,0.233037982273905,0.699113946821716,"ns"
"Helicobacter","DB_Control - DB_Treated","DB_Control","Dunn",0.3975,"r (|Z|/sqrt(N))",1.1926,0.233037982273905,0.699113946821716,"ns"
"Blautia","DB_Control - WT_Control","WT_Control","Dunn",0.3975,"r (|Z|/sqrt(N))",-1.1926,0.233037982273905,0.349556973410858,"ns"
"Bacillus","DB_Control - WT_Control","WT_Control","Dunn",0.3975,"r (|Z|/sqrt(N))",-1.1926,0.233037982273905,0.349556973410858,"ns"
"Colidextribacter","DB_Control - WT_Control","WT_Control","Dunn",0.3975,"r (|Z|/sqrt(N))",-1.1926,0.233037982273905,0.349556973410858,"ns"
"Sphingomonas","DB_Control - WT_Control","DB_Control","Dunn",0.3975,"r (|Z|/sqrt(N))",1.1926,0.233037982273905,0.699113946821716,"ns"
"Clostridia_vadinBB60_group","DB_Treated - WT_Control","WT_Control","Dunn",0.3975,"r (|Z|/sqrt(N))",-1.1926,0.233037982273905,0.699113946821716,"ns"
"Eubacterium_siraeum_group","DB_Treated - WT_Control","DB_Treated","Dunn",0.3975,"r (|Z|/sqrt(N))",1.1926,0.233037982273906,0.349556973410858,"ns"
"GCA-900066575","DB_Control - WT_Control","WT_Control","Dunn",0.3975,"r (|Z|/sqrt(N))",-1.1926,0.233037982273905,0.349556973410858,"ns"
"Others","DB_Control - WT_Control","DB_Control","Dunn",0.3975,"r (|Z|/sqrt(N))",1.1926,0.233037982273905,0.349556973410858,"ns"
"SC-I-84","DB_Control - WT_Control","DB_Control","Dunn",0.3892,"r (|Z|/sqrt(N))",1.1677,0.242908260904324,0.728724782712971,"ns"
"Barnesiella","DB_Treated - WT_Control","WT_Control","Dunn",0.3838,"r (|Z|/sqrt(N))",-1.1513,0.249609103986738,0.374413655980107,"ns"
"Stenotrophomonas","DB_Control - WT_Control","DB_Control","Dunn",0.381,"r (|Z|/sqrt(N))",1.1431,0.252999061474684,0.758997184424053,"ns"
"Enterobacter","DB_Treated - WT_Control","DB_Treated","Dunn",0.381,"r (|Z|/sqrt(N))",1.1431,0.252999061474684,0.758997184424053,"ns"
"Christensenellaceae_R-7_group","DB_Treated - WT_Control","DB_Treated","Dunn",0.3807,"r (|Z|/sqrt(N))",1.1421,0.253420567825175,0.380130851737763,"ns"
"Staphylococcus","DB_Treated - WT_Control","WT_Control","Dunn",0.3742,"r (|Z|/sqrt(N))",-1.1227,0.261555673671613,0.78466702101484,"ns"
"UCG-009","DB_Control - WT_Control","WT_Control","Dunn",0.3742,"r (|Z|/sqrt(N))",-1.1227,0.261555673671613,0.39233351050742,"ns"
"Prevotella","DB_Treated - WT_Control","WT_Control","Dunn",0.3633,"r (|Z|/sqrt(N))",-1.0899,0.275757847827509,0.827273543482528,"ns"
"Faecalibacterium","DB_Control - WT_Control","WT_Control","Dunn",0.3538,"r (|Z|/sqrt(N))",-1.0613,0.288536657947213,0.865609973841639,"ns"
"Ruminococcus_torques_group","DB_Control - WT_Control","WT_Control","Dunn",0.3538,"r (|Z|/sqrt(N))",-1.0613,0.288536657947213,0.86560997384164,"ns"
"Negativibacillus","DB_Control - WT_Control","WT_Control","Dunn",0.3508,"r (|Z|/sqrt(N))",-1.0523,0.292659895634124,0.877979686902372,"ns"
"Desulfovibrio","DB_Control - WT_Control","WT_Control","Dunn",0.3493,"r (|Z|/sqrt(N))",-1.0479,0.294696817509162,0.442045226263744,"ns"
"Lactococcus","DB_Treated - WT_Control","DB_Treated","Dunn",0.3493,"r (|Z|/sqrt(N))",1.0479,0.294696817509162,0.884090452527487,"ns"
"Eubacterium_xylanophilum_group","DB_Control - DB_Treated","DB_Treated","Dunn",0.3493,"r (|Z|/sqrt(N))",-1.0479,0.294696817509162,0.442045226263744,"ns"
"Delftia","DB_Control - DB_Treated","DB_Treated","Dunn",0.3493,"r (|Z|/sqrt(N))",-1.0479,0.294696817509162,0.442045226263744,"ns"
"Intestinimonas","DB_Control - DB_Treated","DB_Treated","Dunn",0.3493,"r (|Z|/sqrt(N))",-1.0479,0.294696817509162,0.442045226263744,"ns"
