Taxon	WTN.F	dbS.F	dbN.F	WTS.F	dbN.O	dbS.B	dbN.B	WTS.B	WTS.L	WTN.L	WTN.O	WTS.O	dbS.O	dbS.L	WTN.B	dbN.L
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;__	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	5.0	9.0	6.0	1.0	0.0	61.0	0.0	141.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	37.0	0.0	79.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales	0.0	0.0	0.0	0.0	7.0	0.0	388.0	0.0	0.0	5.0	1.0	18.0	1.0	77.0	0.0	151.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256	0.0	0.0	0.0	0.0	6.0	1.0	19.0	12.0	13.0	11.0	0.0	0.0	0.0	44.0	4.0	130.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales	0.0	0.0	0.0	0.0	0.0	3.0	39.0	0.0	12.0	15.0	0.0	0.0	0.0	299.0	14.0	648.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	67.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__0319-7L14	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	7.0	4.0	0.0	0.0	33.0	0.0	89.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales	5.0	15.0	0.0	12.0	0.0	42.0	189.0	8.0	16.0	27.0	0.0	5.0	17.0	7.0	39.0	11.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales	16.0	26.0	28.0	143.0	46.0	239.0	104.0	10115.0	1675.0	1766.0	58.0	186.0	35.0	1033.0	765.0	3010.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Catenulisporales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales	712.0	1130.0	631.0	451.0	210.0	2242.0	6897.0	147.0	192.0	222.0	704.0	146.0	725.0	323.0	406.0	303.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Euzebyales	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	44.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales	2.0	7.0	0.0	0.0	3.0	14.0	11.0	22.0	25.0	36.0	0.0	0.0	3.0	421.0	11.0	956.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Glycomycetales	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	30.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	32.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales	72.0	340.0	218.0	73.0	155.0	124.0	272.0	10.0	250.0	263.0	341.0	70.0	220.0	2121.0	221.0	4300.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales	0.0	0.0	0.0	0.0	0.0	12.0	4.0	3.0	5.0	3.0	0.0	0.0	0.0	247.0	0.0	588.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales	430.0	1109.0	268.0	967.0	129.0	391.0	1837.0	130.0	139.0	75.0	110.0	279.0	842.0	1176.0	322.0	2326.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales	3.0	0.0	1.0	0.0	1.0	0.0	18.0	1.0	6.0	3.0	10.0	0.0	1.0	211.0	0.0	399.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales	5.0	0.0	0.0	0.0	0.0	4.0	24.0	0.0	12.0	24.0	0.0	2.0	7.0	596.0	0.0	1507.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	122.0	0.0	271.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales	283.0	123.0	78.0	463.0	19.0	303.0	134.0	5972.0	618.0	253.0	93.0	43.0	44.0	97.0	1937.0	323.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
k__Bacteria;p__Actinobacteriota;c__MB-A2-108;o__MB-A2-108	0.0	0.0	0.0	0.0	4.0	20.0	74.0	22.0	10.0	21.0	0.0	0.0	0.0	126.0	9.0	289.0
k__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	181.0	0.0	347.0
k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	79.0
k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales	0.0	0.0	0.0	0.0	24.0	83.0	28.0	104.0	101.0	156.0	0.0	0.0	9.0	448.0	80.0	1100.0
k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales	0.0	7.0	0.0	0.0	32.0	17.0	8.0	12.0	21.0	43.0	49.0	2.0	10.0	692.0	6.0	1670.0
k__Bacteria;p__Actinobacteriota;c__WCHB1-81;o__WCHB1-81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadota;c__;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0
k__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	2.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;__	0.0	4.0	10.0	0.0	0.0	4.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	42959.0	35700.0	39076.0	40289.0	896.0	8330.0	6328.0	17048.0	7881.0	5323.0	3160.0	1590.0	3874.0	2317.0	36745.0	6034.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales	0.0	3.0	0.0	0.0	0.0	34.0	9.0	40.0	16.0	53.0	0.0	0.0	0.0	27.0	8.0	83.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales	0.0	22.0	0.0	0.0	0.0	3.0	107.0	11.0	3.0	1.0	0.0	0.0	2.0	62.0	0.0	123.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales	38.0	510.0	15.0	1.0	0.0	0.0	19.0	10.0	6.0	31.0	0.0	0.0	11.0	3.0	6.0	0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	16.0	35.0	0.0	0.0	2.0	16.0	5.0	23.0
k__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
k__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
k__Bacteria;p__Bacteroidota;c__Kryptonia;o__Kryptoniales	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	9.0	0.0	0.0	0.0	29.0	0.0	76.0
k__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	16.0	4.0	0.0	0.0	3.0	7.0	1.0	12.0
k__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	3.0
k__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0
k__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales	600.0	442.0	180.0	201.0	162.0	3255.0	5292.0	378.0	307.0	261.0	30.0	16.0	54.0	129.0	5350.0	22.0
k__Bacteria;p__Chloroflexi;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	10.0
k__Bacteria;p__Chloroflexi;c__AD3;o__AD3	0.0	0.0	0.0	0.0	0.0	8.0	44.0	0.0	6.0	4.0	0.0	0.0	0.0	10.0	3.0	8.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineae	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales	0.0	0.0	0.0	0.0	0.0	5.0	12.0	0.0	130.0	0.0	0.0	0.0	0.0	0.0	116.0	9.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	37.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	37.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	3.0	17.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	83.0
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Kallotenuales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	72.0
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales	0.0	0.0	0.0	0.0	0.0	2.0	22.0	0.0	0.0	8.0	4.0	0.0	0.0	149.0	1.0	363.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__FS117-23B-02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__GIF9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__MSBL5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__S085	0.0	0.0	0.0	0.0	1.0	0.0	27.0	0.0	2.0	5.0	0.0	0.0	0.0	35.0	0.0	92.0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__SAR202_clade	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__Gitt-GS-136	0.0	0.0	0.0	0.0	0.0	7.0	6.0	0.0	5.0	14.0	3.0	0.0	0.0	16.0	0.0	71.0
k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__JG30-KF-CM66	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	42.0
k__Bacteria;p__Chloroflexi;c__KD4-96;o__KD4-96	0.0	0.0	0.0	0.0	0.0	8.0	15.0	4.0	20.0	21.0	5.0	0.0	0.0	123.0	13.0	276.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	42.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	4.0
k__Bacteria;p__Chloroflexi;c__OLB14;o__OLB14	0.0	0.0	0.0	0.0	3.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	34.0	51.0
k__Bacteria;p__Chloroflexi;c__P2-11E;o__P2-11E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Chloroflexi;c__SHA-26;o__SHA-26	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__TK10;o__TK10	0.0	0.0	0.0	0.0	0.0	0.0	7.0	6.0	16.0	11.0	0.0	0.0	0.0	45.0	7.0	122.0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast	3.0	2.0	0.0	5.0	4.0	2.0	71.0	8.0	118.0	534.0	9.0	25.0	2.0	314.0	5.0	444.0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__Sericytochromatia	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2.0	13.0
k__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales	10.0	13.0	3.0	66.0	3.0	3.0	10.0	7.0	34.0	12.0	1.0	2.0	0.0	5.0	15.0	0.0
k__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales	1177.0	233.0	171.0	1148.0	18.0	1078.0	1771.0	363.0	482.0	95.0	44.0	5.0	29.0	218.0	433.0	92.0
k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales	0.0	9.0	0.0	0.0	0.0	0.0	12.0	4.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
k__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
k__Bacteria;p__Desulfobacterota;c__;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	11.0	3.0	33.0
k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
k__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales	720.0	265.0	316.0	494.0	44.0	547.0	177.0	1370.0	341.0	187.0	45.0	31.0	81.0	82.0	319.0	224.0
k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	7.0
k__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	3.0	0.0	0.0	0.0	0.0	153.0	0.0
k__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
k__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0
k__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Lineage_IV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
