Taxon	WTN.F	dbS.F	dbN.F	WTS.F	dbN.O	dbS.B	dbN.B	WTS.B	WTS.L	WTN.L	WTN.O	WTS.O	dbS.O	dbS.L	WTN.B	dbN.L
k__Bacteria;p__Acidobacteriota;c__Subgroup_22;o__Subgroup_22;f__Subgroup_22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Acidobacteriota;c__Subgroup_5;o__Subgroup_5;f__Subgroup_5	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	9.0	0.0	0.0	0.0	5.0	3.0	11.0
k__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	15.0	3.0	0.0	0.0	0.0	41.0	16.0	99.0
k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Subgroup_17;f__Subgroup_17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	18.0
k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;__	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__	0.0	0.0	0.0	0.0	0.0	0.0	16.0	16.0	25.0	25.0	0.0	0.0	0.0	168.0	8.0	434.0
k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae	0.0	0.0	0.0	0.0	0.0	7.0	9.0	14.0	31.0	34.0	0.0	0.0	0.0	146.0	0.0	441.0
k__Bacteria;p__Acidobacteriota;c__c5LKS83;o__c5LKS83;f__c5LKS83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
k__Bacteria;p__Actinobacteriota;__;__;__	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	4.0	4.0	0.0	0.0	46.0	0.0	120.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;__;__	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	5.0	9.0	6.0	1.0	0.0	61.0	0.0	141.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__;f__	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	37.0	0.0	79.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;__	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	10.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__	0.0	0.0	0.0	0.0	7.0	0.0	300.0	0.0	0.0	5.0	0.0	0.0	0.0	55.0	0.0	121.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	18.0	1.0	0.0	0.0	2.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	18.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256	0.0	0.0	0.0	0.0	6.0	1.0	19.0	12.0	13.0	11.0	0.0	0.0	0.0	44.0	4.0	130.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;__	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	4.0	15.0	0.0	0.0	0.0	37.0	3.0	66.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	125.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Iamiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	127.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae	0.0	0.0	0.0	0.0	0.0	3.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	4.0	308.0
k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	9.0	7.0	22.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	67.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__0319-7L14;f__0319-7L14	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	7.0	4.0	0.0	0.0	33.0	0.0	89.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	5.0	15.0	0.0	12.0	0.0	42.0	189.0	8.0	16.0	27.0	0.0	5.0	17.0	7.0	39.0	11.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	16.0	26.0	28.0	143.0	46.0	239.0	104.0	10115.0	1675.0	1766.0	58.0	186.0	35.0	1033.0	765.0	3010.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Catenulisporales;f__Catenulisporaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;__	0.0	22.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae	694.0	1108.0	615.0	405.0	185.0	2216.0	6745.0	139.0	175.0	208.0	534.0	129.0	686.0	222.0	389.0	43.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Dietziaceae	12.0	0.0	13.0	0.0	25.0	0.0	1.0	3.0	11.0	10.0	147.0	9.0	19.0	0.0	8.0	4.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae	0.0	0.0	0.0	1.0	0.0	8.0	10.0	3.0	5.0	4.0	0.0	0.0	0.0	62.0	3.0	151.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae	6.0	0.0	1.0	1.0	0.0	18.0	104.0	2.0	0.0	0.0	23.0	8.0	5.0	39.0	4.0	105.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Tsukamurellaceae	0.0	0.0	0.0	44.0	0.0	0.0	37.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Euzebyales;f__Euzebyaceae	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	44.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	33.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__	0.0	0.0	0.0	0.0	0.0	0.0	5.0	9.0	18.0	9.0	0.0	0.0	0.0	12.0	11.0	57.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Acidothermaceae	0.0	0.0	0.0	0.0	3.0	11.0	3.0	13.0	5.0	12.0	0.0	0.0	0.0	19.0	0.0	67.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Cryptosporangiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	24.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Frankiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae	0.0	7.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	8.0	0.0	0.0	2.0	352.0	0.0	725.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Nakamurellaceae	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	1.0	10.0	0.0	45.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	30.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	32.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;__	0.0	60.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	30.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Bogoriellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	15.0	2.0	38.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae	0.0	2.0	2.0	0.0	0.0	1.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	55.0	0.0	154.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae	3.0	20.0	15.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	6.0	26.0	0.0	3.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae	8.0	45.0	32.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	5.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae	0.0	17.0	0.0	2.0	0.0	12.0	58.0	2.0	7.0	14.0	1.0	8.0	17.0	118.0	2.0	213.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae	11.0	16.0	25.0	12.0	0.0	7.0	9.0	1.0	82.0	33.0	68.0	15.0	22.0	295.0	13.0	515.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae	50.0	180.0	144.0	57.0	152.0	104.0	191.0	7.0	154.0	201.0	270.0	47.0	142.0	1590.0	199.0	3304.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	73.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae	0.0	0.0	0.0	0.0	0.0	12.0	4.0	3.0	5.0	3.0	0.0	0.0	0.0	247.0	0.0	588.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__PeM15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae	0.0	3.0	0.0	0.0	2.0	3.0	34.0	5.0	5.0	18.0	0.0	5.0	0.0	885.0	0.0	1881.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae	430.0	1106.0	268.0	967.0	127.0	388.0	1803.0	125.0	134.0	57.0	110.0	274.0	842.0	291.0	322.0	445.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae	3.0	0.0	1.0	0.0	1.0	0.0	18.0	1.0	6.0	3.0	10.0	0.0	1.0	211.0	0.0	399.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae	5.0	0.0	0.0	0.0	0.0	4.0	24.0	0.0	12.0	24.0	0.0	2.0	7.0	596.0	0.0	1507.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Nocardiopsaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	8.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	141.0
k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	122.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae	47.0	40.0	19.0	322.0	18.0	80.0	70.0	5576.0	510.0	92.0	62.0	43.0	25.0	17.0	1639.0	66.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0	64.0	123.0	0.0	0.0	0.0	39.0	7.0	242.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriales_Incertae_Sedis	0.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	234.0	83.0	59.0	141.0	1.0	209.0	61.0	395.0	44.0	38.0	29.0	0.0	19.0	41.0	291.0	15.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__OPB41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
k__Bacteria;p__Actinobacteriota;c__MB-A2-108;o__MB-A2-108;f__MB-A2-108	0.0	0.0	0.0	0.0	4.0	20.0	74.0	22.0	10.0	21.0	0.0	0.0	0.0	126.0	9.0	289.0
k__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	181.0	0.0	347.0
k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	79.0
k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;__	0.0	0.0	0.0	0.0	3.0	19.0	0.0	48.0	26.0	41.0	0.0	0.0	3.0	47.0	5.0	139.0
k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__	0.0	0.0	0.0	0.0	16.0	47.0	20.0	25.0	42.0	69.0	0.0	0.0	6.0	164.0	53.0	425.0
k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	0.0	0.0	0.0	0.0	5.0	17.0	8.0	31.0	33.0	46.0	0.0	0.0	0.0	237.0	22.0	536.0
k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;__	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14	0.0	4.0	0.0	0.0	16.0	17.0	4.0	9.0	15.0	23.0	0.0	0.0	0.0	442.0	5.0	1066.0
k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	0.0	3.0	0.0	0.0	1.0	0.0	4.0	3.0	6.0	20.0	49.0	2.0	10.0	250.0	1.0	588.0
k__Bacteria;p__Actinobacteriota;c__WCHB1-81;o__WCHB1-81;f__WCHB1-81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadota;c__;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0
k__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;__;__	0.0	4.0	10.0	0.0	0.0	4.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	43.0	3.0	0.0	0.0	2.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	1154.0	3309.0	4516.0	1862.0	133.0	984.0	566.0	316.0	721.0	1756.0	341.0	282.0	377.0	621.0	1048.0	3552.0
