"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","11/325","92/11892",0.119565217391304,4.37498327759197,5.44709610312241,4.00198422151831e-05,0.00512898073005671,0.00418761056265018,"Hspd1/Hspa8/H2-K1/H2-Q2/Il1b/Tfrc/Ada/H2-T23/Ywhag/B2m/Ulbp1",11
"GO:0015849","organic acid transport","18/325","224/11892",0.0803571428571429,2.94032967032967,4.91407551337221,4.29047710556101e-05,0.00512898073005671,0.00418761056265018,"Cldn2/Cd36/Il1b/Thbs1/Slc10a2/Slc6a8/Ptgs2/Psap/Slc13a2/Slc1a4/Slc43a1/Nmb/Slc47a1/Slc29a4/Fabp2/Cyp4a10/Slc7a5/Slc23a2",18
"GO:1903037","regulation of leukocyte cell-cell adhesion","19/325","245/11892",0.0775510204081633,2.83765149136578,4.87169014595996,4.29831416161744e-05,0.00512898073005671,0.00418761056265018,"Hsph1/Hspb1/Hspd1/Il1b/Tfrc/Ido1/Ada/Slc4a2/Lgals1/Erbb2/Cd74/Hsp90aa1/H2-T23/Ywhag/B2m/Icosl/Chst4/Ppara/Abl2",19
"GO:0006664","glycolipid metabolic process","9/325","62/11892",0.145161290322581,5.31156327543424,5.70530332424874,4.31357576320559e-05,0.00512898073005671,0.00418761056265018,"Gal3st2/Pgap1/Psap/B4galt5/Cwh43/Galc/St3gal6/Pigz/B3galt1",9
"GO:1903509","liposaccharide metabolic process","9/325","62/11892",0.145161290322581,5.31156327543424,5.70530332424874,4.31357576320559e-05,0.00512898073005671,0.00418761056265018,"Gal3st2/Pgap1/Psap/B4galt5/Cwh43/Galc/St3gal6/Pigz/B3galt1",9
"GO:1904407","positive regulation of nitric oxide metabolic process","7/325","36/11892",0.194444444444444,7.11487179487179,6.15899729454493,4.50269898726366e-05,0.00518654639595433,0.00423461065940356,"Hsp90ab1/Cd36/Il1b/Ptgs2/Hsp90aa1/Dnm2/Ulbp1",7
"GO:0010038","response to metal ion","19/325","248/11892",0.0766129032258065,2.80332506203474,4.81048940764771,5.07376399826387e-05,0.00566724063563655,0.00462707855535451,"Hspa8/Thbs1/Dpep1/Calm1/Glud1/Tfrc/Fosb/Ptgs2/Trf/Prkaa2/Aqp1/Slc13a2/Jun/Mcoln1/Hmgcs2/Lta4h/mt-Cytb/B2m/Bsg",19
"GO:0042306","regulation of protein import into nucleus","8/325","50/11892",0.16,5.85452307692308,5.7657996304986,5.63315361742797e-05,0.00610700124524691,0.00498612575610729,"Bag3/Hsp90ab1/Cd36/Ptgs2/Pik3r2/Hsp90aa1/Cwh43/Tnfrsf1a",8
"GO:0006643","membrane lipid metabolic process","13/325","131/11892",0.099236641221374,3.63114503816794,5.07573352577265,5.97297535997162e-05,0.0062903963362444,0.00513586061779214,"Gal3st2/Pgap1/Psap/Plpp1/B4galt5/Cwh43/Smpdl3b/Galc/St3gal6/B3gnt5/Pigz/B3galt1/Tnfrsf1a",13
"GO:0050892","intestinal absorption","6/325","27/11892",0.222222222222222,8.13128205128205,6.21807744422845,7.24670707895948e-05,0.00741982285917907,0.00605799284758631,"Cldn2/Cd36/Vil1/Ezr/Fabp2/Lpcat3",6
"GO:0070371","ERK1 and ERK2 cascade","16/325","194/11892",0.0824742268041237,3.01779540047581,4.74966179652896,8.37937352003645e-05,0.00834766778239307,0.00681554164830276,"Dusp1/Cd36/Il1b/Ptprr/C5ar1/Epha4/Atp6v0c/Trf/Erbb2/Cd74/Jun/L1cam/Spry4/Ezr/Inhba/Abl2",16
"GO:0010575","positive regulation of vascular endothelial growth factor production","5/325","18/11892",0.277777777777778,10.1641025641026,6.52181047015521,9.44772782560782e-05,0.00916429599083958,0.00748228638598691,"Il1b/C5ar1/Ptgs2/Sulf2/Bsg",5
"GO:0046683","response to organophosphorus","10/325","86/11892",0.116279069767442,4.25474060822898,5.07755598849397,0.000113676973245951,0.0104828953345256,0.00855887076603038,"Il1b/Cdo1/Fosb/Ptgs2/Pklr/Aqp1/Thbd/Hmgcs2/Ezr/Bsg",10
"GO:0070372","regulation of ERK1 and ERK2 cascade","15/325","179/11892",0.0837988826815642,3.06626557799742,4.66894853631505,0.000116452487461596,0.0104828953345256,0.00855887076603038,"Dusp1/Cd36/Il1b/Ptprr/C5ar1/Epha4/Atp6v0c/Erbb2/Cd74/Jun/L1cam/Spry4/Ezr/Inhba/Abl2",15
"GO:0032102","negative regulation of response to external stimulus","18/325","242/11892",0.0743801652892562,2.72162746344565,4.53549199205043,0.000116603013758966,0.0104828953345256,0.00855887076603038,"Dusp1/Thbs1/Nr1d2/Epha4/Ada/Isg15/Rb1/Igtp/Cd96/Oas1g/Thbd/Samhd1/Smpdl3b/Padi2/H2-T23/Lpcat3/Tnfrsf1a/Ppara",18
"GO:0046942","carboxylic acid transport","17/325","221/11892",0.0769230769230769,2.81467455621302,4.56437538415626,0.000119760028592291,0.0105103682235996,0.00858130129687618,"Cldn2/Cd36/Il1b/Thbs1/Slc10a2/Slc6a8/Ptgs2/Psap/Slc13a2/Slc1a4/Slc43a1/Nmb/Slc47a1/Fabp2/Cyp4a10/Slc7a5/Slc23a2",17
"GO:0001913","T cell mediated cytotoxicity","7/325","42/11892",0.166666666666667,6.09846153846154,5.54811072387374,0.000126428931561484,0.0106942830322242,0.00873146048751433,"Hspa8/H2-K1/H2-Q2/Gzmb/H2-T23/B2m/Ulbp1",7
"GO:0002709","regulation of T cell mediated immunity","9/325","71/11892",0.126760563380282,4.63826652221018,5.15391294042009,0.000127658289044456,0.0106942830322242,0.00873146048751433,"Hspd1/Hspa8/H2-K1/H2-Q2/Il1b/H2-T23/Ywhag/B2m/Ulbp1",9
"GO:0009615","response to virus","18/325","245/11892",0.073469387755102,2.68830141287284,4.47575690774207,0.000136258711248454,0.0111611024369289,0.00911260012770363,"Hspb1/Il1b/Irf7/Creb3/Isg15/Ifi27l2b/Igtp/Ddx60/Hsp90aa1/Rrp1b/Oas1g/Rtp4/Samhd1/Nmb/Gtf2f1/Ifit1/Tgtp1/Rpsa",18
"GO:0001959","regulation of cytokine-mediated signaling pathway","10/325","89/11892",0.112359550561798,4.11132238547969,4.93837784609912,0.000151868759066697,0.0119687426285284,0.00977200650397309,"Hspa1b/Irf7/Isg15/Igtp/Cd74/Oas1g/Hipk1/Samhd1/Padi2/Tnfrsf1a",10
"GO:0019882","antigen processing and presentation","9/325","73/11892",0.123287671232877,4.51119072708114,5.04389441573617,0.000158640987862178,0.0119687426285284,0.00977200650397309,"H2-K1/H2-Q2/Thbs1/Psap/Ctse/Cd74/H2-T23/B2m/Ulbp1",9
"GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","5/325","20/11892",0.25,9.14769230769231,6.11263094787363,0.000163435709284506,0.0119687426285284,0.00977200650397309,"H2-K1/H2-Q2/H2-T23/B2m/Ulbp1",5
"GO:0001916","positive regulation of T cell mediated cytotoxicity","6/325","31/11892",0.193548387096774,7.08208436724566,5.6834642998145,0.000164382726967988,0.0119687426285284,0.00977200650397309,"Hspa8/H2-K1/H2-Q2/H2-T23/B2m/Ulbp1",6
"GO:0002831","regulation of response to biotic stimulus","23/325","364/11892",0.0631868131868132,2.31205409974641,4.26153395137372,0.000165601159537424,0.0119687426285284,0.00977200650397309,"Hspd1/Ereg/Hspa8/Hspa1b/Wdfy1/Cd36/Il1b/Irf7/Creb3/Isg15/Rnf31/Igtp/Hexim1/Cd96/Cd74/Ddx60/Hsp90aa1/Oas1g/Samhd1/Smpdl3b/H2-T23/Ywhag/Ulbp1",23
"GO:0031667","response to nutrient levels","23/325","364/11892",0.0631868131868132,2.31205409974641,4.26153395137372,0.000165601159537424,0.0119687426285284,0.00977200650397309,"Hspa8/Upp1/Tfrc/Lrp11/Htr4/Ada/Bmp8b/Ptgs2/Prkaa2/Jun/Lpl/Hmgcs2/Tnc/Nenf/Scd1/Slc7a5/Foxa3/mt-Cytb/Inhba/Ywhag/Hspa5/Pcsk1n/Ppara",23
"GO:0035456","response to interferon-beta","7/325","45/11892",0.155555555555556,5.69189743589744,5.2855608238362,0.000198246689665361,0.0140526403482023,0.0114734268371107,"Calm1/Xaf1/Igtp/Oas1g/Ube2g2/Ifit1/Tgtp1",7
"GO:0009612","response to mechanical stimulus","13/325","149/11892",0.087248322147651,3.19248322147651,4.51419571853271,0.000221466152416215,0.0150353008579206,0.0122757304031742,"Bag3/Il1b/Thbs1/Fosb/Lrp11/Ptgs2/Abhd12/Aqp1/Jun/Btg2/Tnc/Tnfrsf1a/Abl2",13
"GO:0043434","response to peptide hormone","22/325","348/11892",0.0632183908045977,2.31320954907162,4.16759969186542,0.000227747706974774,0.0150353008579206,0.0122757304031742,"Cacybp/Ereg/Il1b/Epha4/Cdo1/Nr4a1/Ptgs2/Pklr/Rb1/Erbb2/Pik3r2/Nr4a2/Lpl/Btg2/Hmgcs2/Lta4h/mt-Cytb/Inhba/Trib3/Ywhag/Bsg/Ppara",22
"GO:0009247","glycolipid biosynthetic process","7/325","46/11892",0.152173913043478,5.56816053511706,5.20325261909004,0.00022842562345186,0.0150353008579206,0.0122757304031742,"Gal3st2/Pgap1/B4galt5/Cwh43/St3gal6/Pigz/B3galt1",7
"GO:0048002","antigen processing and presentation of peptide antigen","7/325","46/11892",0.152173913043478,5.56816053511706,5.20325261909004,0.00022842562345186,0.0150353008579206,0.0122757304031742,"H2-K1/H2-Q2/Ctse/Cd74/H2-T23/B2m/Ulbp1",7
"GO:0051591","response to cAMP","8/325","61/11892",0.131147540983607,4.798789407314,4.98585806330305,0.000238076441744877,0.0150502043911642,0.0122878985505151,"Cdo1/Fosb/Pklr/Aqp1/Thbd/Hmgcs2/Ezr/Bsg",8
"GO:0002456","T cell mediated immunity","10/325","94/11892",0.106382978723404,3.89263502454992,4.71947699588639,0.000239409890716743,0.0150502043911642,0.0122878985505151,"Hspd1/Hspa8/H2-K1/H2-Q2/Il1b/Gzmb/H2-T23/Ywhag/B2m/Ulbp1",10
"GO:0015711","organic anion transport","19/325","280/11892",0.0678571428571429,2.48294505494505,4.20911764527089,0.000250525119224113,0.0150502043911642,0.0122878985505151,"Cldn2/Cd36/Il1b/Thbs1/Slc10a2/Slc6a8/Ptgs2/Slc4a2/Psap/Slc13a2/Slc1a4/Slc2a9/Slc43a1/Nmb/Slc47a1/Fabp2/Cyp4a10/Slc7a5/Slc23a2",19
"GO:0060759","regulation of response to cytokine stimulus","10/325","95/11892",0.105263157894737,3.85165991902834,4.67750485250556,0.000261216640104414,0.0150502043911642,0.0122878985505151,"Hspa1b/Irf7/Isg15/Igtp/Cd74/Oas1g/Hipk1/Samhd1/Padi2/Tnfrsf1a",10
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","12/325","132/11892",0.0909090909090909,3.32643356643357,4.50520401346826,0.000262765550794683,0.0150502043911642,0.0122878985505151,"Hspd1/Hspa8/H2-K1/H2-Q2/Il1b/Tfrc/Ada/Lgals1/H2-T23/Ywhag/B2m/Ulbp1",12
"GO:1902600","proton transmembrane transport","9/325","78/11892",0.115384615384615,4.22201183431953,4.78538023581683,0.000264448847499019,0.0150502043911642,0.0122878985505151,"mt-Co2/mt-Atp6/mt-Nd4/Atp6v0c/mt-Atp8/mt-Nd1/Slc47a1/mt-Cytb/mt-Co3",9
"GO:0002475","antigen processing and presentation via MHC class Ib","5/325","22/11892",0.227272727272727,8.31608391608392,5.75711840311183,0.000265399697619554,0.0150502043911642,0.0122878985505151,"H2-K1/H2-Q2/H2-T23/B2m/Ulbp1",5
"GO:0002483","antigen processing and presentation of endogenous peptide antigen","5/325","22/11892",0.227272727272727,8.31608391608392,5.75711840311183,0.000265399697619554,0.0150502043911642,0.0122878985505151,"H2-K1/H2-Q2/H2-T23/B2m/Ulbp1",5
"GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","5/325","22/11892",0.227272727272727,8.31608391608392,5.75711840311183,0.000265399697619554,0.0150502043911642,0.0122878985505151,"H2-K1/H2-Q2/H2-T23/B2m/Ulbp1",5
"GO:0071248","cellular response to metal ion","12/325","133/11892",0.0902255639097744,3.30142278773858,4.47381000627674,0.000281890056852707,0.0156606739700184,0.0127863228946747,"Hspa8/Dpep1/Tfrc/Fosb/Ptgs2/Trf/Prkaa2/Aqp1/Slc13a2/Jun/Mcoln1/B2m",12
"GO:0002708","positive regulation of lymphocyte mediated immunity","10/325","96/11892",0.104166666666667,3.81153846153846,4.63609968786268,0.000284662277805543,0.0156606739700184,0.0127863228946747,"Hspd1/Hspa8/H2-K1/H2-Q2/Il1b/Tfrc/H2-T23/Ywhag/B2m/Ulbp1",10
"GO:0002253","activation of immune response","22/325","354/11892",0.0621468926553672,2.27400260756193,4.07893873983042,0.000289249640899751,0.0156790320052424,0.0128013115066933,"Hspd1/Hspa8/Btnl6/Hspa1b/Wdfy1/Cd36/Il1b/Irf7/C5ar1/Ada/Pde4b/Rnf31/Igtp/Hexim1/C1qa/Ddx60/Hsp90aa1/Oas1g/Smpdl3b/Themis/Ezr/Icosl",22
"GO:0050727","regulation of inflammatory response","17/325","239/11892",0.0711297071129707,2.60269069842292,4.19537026621951,0.0003053517440723,0.0163119786760941,0.0133180875103387,"Il1b/Nr1d2/Ido1/Ada/Ptgs2/Abhd12/Lgals1/Rb1/Igtp/Camk2n1/Lpl/Smpdl3b/Tnc/H2-T23/Lpcat3/Tnfrsf1a/Ppara",17
"GO:0045785","positive regulation of cell adhesion","21/325","333/11892",0.0630630630630631,2.30752598752599,4.05651248074352,0.000326023323023268,0.0169524250662374,0.0138409867391189,"Hsph1/Hspd1/Cd36/Il1b/Thbs1/Epha4/Tfrc/Ada/Lgals1/Erbb2/Pik3r2/Cd74/Hsp90aa1/L1cam/H2-T23/Dnm2/Ywhag/B2m/Icosl/Chst4/Abl2",21
"GO:0046434","organophosphate catabolic process","13/325","155/11892",0.0838709677419355,3.06890322580645,4.34578239065341,0.000326538844195023,0.0169524250662374,0.0138409867391189,"Tymp/Upp1/Ada/Abhd6/Abhd12/Pklr/Prkaa2/Samhd1/Smpdl3b/Entpd3/Pde9a/Nudt5/Ppara",13
"GO:0010574","regulation of vascular endothelial growth factor production","5/325","23/11892",0.217391304347826,7.95451505016722,5.59582606235965,0.000331593081638346,0.0169579052730959,0.0138454611119688,"Il1b/C5ar1/Ptgs2/Sulf2/Bsg",5
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","14/325","176/11892",0.0795454545454545,2.91062937062937,4.28039259624109,0.000335845655164406,0.0169579052730959,0.0138454611119688,"Hsph1/Hspd1/Il1b/Tfrc/Ada/Lgals1/Cd74/Hsp90aa1/H2-T23/Ywhag/B2m/Icosl/Chst4/Abl2",14
"GO:1903825","organic acid transmembrane transport","10/325","99/11892",0.101010101010101,3.6960372960373,4.51514649916136,0.000365808153686966,0.0182212007363535,0.0148768920539265,"Cd36/Thbs1/Slc6a8/Slc13a2/Slc1a4/Slc43a1/Slc47a1/Slc29a4/Slc7a5/Slc23a2",10
"GO:0001914","regulation of T cell mediated cytotoxicity","6/325","36/11892",0.166666666666667,6.09846153846154,5.13525252451909,0.000387648046212476,0.0188009302413051,0.0153502183396325,"Hspa8/H2-K1/H2-Q2/H2-T23/B2m/Ulbp1",6
"GO:0042307","positive regulation of protein import into nucleus","6/325","36/11892",0.166666666666667,6.09846153846154,5.13525252451909,0.000387648046212476,0.0188009302413051,0.0153502183396325,"Bag3/Hsp90ab1/Ptgs2/Pik3r2/Hsp90aa1/Tnfrsf1a",6
"GO:0002478","antigen processing and presentation of exogenous peptide antigen","5/325","24/11892",0.208333333333333,7.62307692307692,5.44398792733095,0.000409561562185899,0.0193544092079131,0.0158021120956745,"H2-K1/Ctse/Cd74/H2-T23/B2m",5
"GO:0019883","antigen processing and presentation of endogenous antigen","5/325","24/11892",0.208333333333333,7.62307692307692,5.44398792733095,0.000409561562185899,0.0193544092079131,0.0158021120956745,"H2-K1/H2-Q2/H2-T23/B2m/Ulbp1",5
"GO:0031348","negative regulation of defense response","13/325","159/11892",0.0817610062893082,2.99169811320755,4.23797159011618,0.000418057725211607,0.0194916498873173,0.0159141636998715,"Nr1d2/Ada/Isg15/Rb1/Igtp/Cd96/Oas1g/Samhd1/Smpdl3b/H2-T23/Lpcat3/Tnfrsf1a/Ppara",13
"GO:0006986","response to unfolded protein","9/325","83/11892",0.108433734939759,3.96767377201112,4.54767212429935,0.000423041777261363,0.0194916498873173,0.0159141636998715,"Hsph1/Hspb1/Bag3/Hspd1/Thbs1/Creb3/Igtp/Hsp90aa1/Hspa5",9
"GO:1901699","cellular response to nitrogen compound","25/325","440/11892",0.0568181818181818,2.07902097902098,3.86594845653588,0.000441971746115823,0.0198680387590141,0.0162214703749669,"Cd36/Il1b/Thbs1/Dpep1/Epha4/Nr4a1/Htr4/Ptgs2/Pklr/Htr3a/Rb1/Gna11/Aqp1/Erbb2/Pik3r2/Nr4a2/Lpl/Hmgcs2/Ezr/Dnm2/Slc7a5/Inhba/Trib3/Ywhag/Castor2",25
"GO:0050870","positive regulation of T cell activation","13/325","160/11892",0.08125,2.973,4.21154603014148,0.000444071632296777,0.0198680387590141,0.0162214703749669,"Hsph1/Hspd1/Il1b/Tfrc/Ada/Lgals1/Cd74/Hsp90aa1/H2-T23/Ywhag/B2m/Icosl/Abl2",13
"GO:0050863","regulation of T cell activation","17/325","247/11892",0.0688259109311741,2.51839302398007,4.04206629520191,0.00044738123087308,0.0198680387590141,0.0162214703749669,"Hsph1/Hspb1/Hspd1/Il1b/Tfrc/Ido1/Ada/Slc4a2/Lgals1/Erbb2/Cd74/Hsp90aa1/H2-T23/Ywhag/B2m/Icosl/Abl2",17
"GO:0032635","interleukin-6 production","10/325","102/11892",0.0980392156862745,3.58733031674208,4.39881363862459,0.000465378244420508,0.0204212405825475,0.0166731378546145,"Hspd1/Ereg/Cd36/Il1b/Zg16/Cd74/Lpl/Nmb/Bsg/Tnfrsf1a",10
"GO:0043065","positive regulation of apoptotic process","24/325","417/11892",0.0575539568345324,2.10594355285003,3.85358678382666,0.00047778990054007,0.0207127791450536,0.0169111675973694,"Hspd1/Dnaja1/Dusp1/Sik1/Il1b/Thbs1/Rnps1/Ido1/Top2a/Nr4a1/Gch1/Ptgs2/Ubb/Lgals1/Plekhf1/Cideb/Fap/Jun/Rrp1b/Ubd/Tnfrsf12a/Aldh1a1/Inhba/Tnfrsf1a",24
