"gene_id","gene_name","WTN1_Oral","WTN2_Oral","WTN3_Oral","WTS1_Oral","WTS2_Oral","WTS3_Oral","dbN1_Oral","dbN2_Oral","dbN3_Oral","dbS1_Oral","dbS2_Oral","dbS3_Oral"
"ENSMUSG00000024140","Epas1",12.2962019714099,12.2682628045343,12.1520503002501,12.2715917012022,11.9713573016601,11.6984854392834,12.3306114633957,12.4399194057572,11.741643418125,12.3629583096644,12.7675009054033,12.3368943639488
"ENSMUSG00000069919","Hba-a1",10.82944667434,13.8651041643828,12.2720032031926,10.2833260665847,12.9594393227147,12.7954776925698,11.9755340966711,12.0437809727722,11.8885142471244,11.7545188626484,10.8738547845016,13.5884452104798
"ENSMUSG00000033161","Atp1a1",12.8966078244204,12.9927941069718,13.3881040031429,12.3757733924192,12.5138927836288,13.3858579381822,12.3672898790922,12.8370077979079,13.1779955761393,12.8511207286605,12.7907625725431,12.4502415546026
"ENSMUSG00000020315","Sptbn1",13.2192444893244,13.4426376484692,13.1416245877388,13.2106250436655,12.7176111861773,12.7525351185055,13.4375630260806,13.3775649741826,13.0008017697952,13.1733682018789,13.4648703625775,13.3907434830833
"ENSMUSG00000052305","Hbb-bs",10.5701763273628,13.8131196207725,12.5697567746016,10.5929639500361,13.407007130027,12.5371201778669,11.4029321636603,11.9269693931357,11.8539441207171,11.6397948874365,10.5322770502389,13.385683137538
"ENSMUSG00000015519","2310057J18Rik",14.1335303628348,12.6588335817519,15.3370433882236,12.8682789695609,18.2418161360887,13.2616627967914,14.336046009086,17.3396296488438,17.3329889841638,11.8611168845255,12.7715039330604,14.966409007818
"ENSMUSG00000069515","Lyz1",6.70413428632401,7.60884582056259,7.99541894916344,8.62974387883358,7.44313778631134,7.84476774133141,7.03082914704416,9.15232353070327,8.61094325497928,7.903138691322,7.24128711757474,8.52715631946661
"ENSMUSG00000027481","Bpifb2",15.2034842910115,16.3865887810662,16.0032715147788,13.6852392646622,14.9747247793823,17.0347713589895,11.715523713299,15.8652277014259,16.5211250500196,15.8780812200145,14.7322495995709,13.9019861816028
"ENSMUSG00000024028","Tff2",14.1373866205052,15.8661797415906,16.235210578214,13.5266234551535,16.5403207264062,17.0353133369243,11.4783856083356,15.6064836706014,16.825233523813,15.5642481113534,13.7233162179891,13.6395505810399
"ENSMUSG00000025428","Atp5a1",14.3880273990728,15.1868906889308,14.2229137181312,14.8000782865823,15.1705759822166,13.627956557092,14.6459103011361,15.0379068109805,14.1021537941244,14.9849046376835,14.6808745433507,15.0979104027359
"ENSMUSG00000005610","Eif4g2",14.6522714141439,14.4013135104257,14.3807636646604,14.6985459695042,14.8284280282424,13.8944646525326,14.407557562546,13.8052638492785,14.2153227392336,14.1441740637103,14.7745968179164,14.2840006423734
"ENSMUSG00000025393","Atp5b",14.2464978858972,15.1884572562524,14.1821498436895,14.7741448873986,14.7233536855179,13.6184557002949,14.4819471801222,15.0917085377207,13.9917149374343,15.0023060958794,14.3634037752713,15.0180542160699
"ENSMUSG00000030695","Aldoa",14.2342641643213,16.3476838923252,14.1847580206252,14.7423365234337,15.2118667720058,14.5234670520205,14.9037981392852,15.3621190399669,14.4090090811085,14.9484423960582,13.8696929841489,15.4496288630262
"ENSMUSG00000017707","Serinc3",12.8435324970815,12.9511798749562,13.2462940378754,13.0817743900413,12.9125021244589,12.9607489444108,12.9107990632366,13.6173767248868,13.7137983531271,13.6368963297896,13.3802423801806,13.5936735729109
"ENSMUSG00000029657","Hsph1",14.3063586520573,13.2582064456322,15.4169807975319,10.6851805931305,11.6173478315551,10.7168254649424,9.85682238668945,9.66925369140084,10.5220481676682,9.45465741412262,9.36418355149905,10.1096825286346
"ENSMUSG00000067274","Rplp0",14.0375840026278,14.0768833595883,14.4272841016207,13.9902987174317,15.2076779259549,14.2469199118104,14.3828652962439,13.9836657880544,13.9481763850994,14.1538415804928,13.9615561662543,14.0278497644798
"ENSMUSG00000049382","Krt8",9.37357628239939,10.5271685366786,11.4098443087522,7.69852732757152,11.2485068920747,11.159949873811,7.99466303182279,10.4984555335382,10.6067139492086,9.90813011906174,9.294180400639,8.83870920012673
"ENSMUSG00000001175","Calm1",12.8797341270032,13.091339186898,13.2905552290695,13.0663292681037,13.3924979122553,12.977966530046,12.4789443355719,12.56565008239,13.0166857298846,12.5861524478648,12.6839536255164,12.6598604396403
"ENSMUSG00000026701","Prdx6",11.9780909297448,11.3560994201449,12.4585710749278,11.8009078950858,13.1108947980745,12.0161131094644,12.0447963109492,11.5775553772861,11.8642879354674,12.0625228125591,11.7833694538021,12.0010397794615
"ENSMUSG00000037071","Scd1",12.3828419241353,11.6587631832942,13.0031106233171,11.8612145195571,10.9710837134525,13.066476163437,10.5851260902622,12.736253395071,15.3135395202885,11.1732843909411,11.4316869609341,13.1692404578583
"ENSMUSG00000056328","Myh1",14.8622928202906,16.2758180400253,13.7793776941855,15.1725648251224,12.3629288496598,14.0889423924242,16.4786620566967,15.9115405857774,14.345356202106,15.3899710518041,15.7714843473083,16.034475967538
"ENSMUSG00000064373","Selenop",12.1086337519978,12.691518045795,13.0585853432965,12.8783440615715,12.1404233744053,12.4969434635833,11.8433774326808,12.6979809755348,13.3705964835793,12.5507204796927,12.3507172292428,12.687243684143
"ENSMUSG00000015932","Dstn",13.1728432487602,13.2102375353737,13.3313371352723,13.1669513439713,13.2419666538657,13.2071309712265,12.903291593814,12.5747134952388,13.1710697109423,12.9617688143934,13.1859351228514,12.7526607729796
"ENSMUSG00000039062","Anpep",8.8796472796244,9.941553708045,9.33461788479333,9.3340844690606,9.24599159130044,10.2986775592862,9.20530094942462,9.86954448685717,10.1289106290118,9.4687715397536,9.39584879075543,9.50878861338452
"ENSMUSG00000025130","P4hb",13.3279194274039,13.7581370649183,13.4917072699857,12.8408407129813,13.9386755388589,14.0740626300732,13.3831590936647,13.6447331562976,14.0477388537344,13.3664383690553,13.2719482608719,13.1014517685241
"ENSMUSG00000022108","Itm2b",12.7198854757953,13.3266732502391,13.3436278363963,13.2035100788025,13.9178129171516,13.3304060342981,12.9712886537827,13.1948722703256,13.6747242874038,13.1643698358861,12.8329374322394,13.2021321178913
"ENSMUSG00000007892","Rplp1",12.5044653526758,12.8354567001279,13.7202573232112,13.182099927932,15.9239416226326,13.4069035567265,13.0821328959525,13.5537665634539,13.8041086682289,13.7032169513144,12.7947016538601,13.4050080100409
"ENSMUSG00000011034","Slc5a1",9.32953733804141,8.96737857316304,9.32435363743493,9.73483157366575,9.19362286545072,9.08025371538429,9.36798792233766,8.33318895506234,9.24232449357142,8.87619413925306,9.41657451055247,9.17764896796837
"ENSMUSG00000060802","B2m",11.1567759253285,13.0299684434108,13.051959615581,13.4101114114529,13.0023042386169,11.4371373745166,10.3429097663272,11.6022074489753,12.7493906941165,11.7379538616112,10.929412788239,12.1032364726517
"ENSMUSG00000063229","Ldha",13.0081798085384,14.3979321784813,13.0996568303622,13.3402030781339,14.7712159344928,12.8942532844105,13.2975014872137,13.2402219712013,13.0913025540865,13.3822786949975,12.8879946397117,13.7626066820469
"ENSMUSG00000032399","Rpl4",13.6760412278412,13.6427418764639,13.9670738906344,13.8234968190828,14.1521321594306,13.8747908264685,14.0924710660496,13.8195525532832,13.8742019261414,14.0564460515771,13.6389590320701,13.8728619185564
"ENSMUSG00000028081","Rps3a1",12.6589053119089,13.0890344897869,13.7580467641743,13.2316190369357,14.6940742468143,13.382153206372,13.2823227992485,13.4443005311609,13.6481481790346,13.730771557667,12.930146098915,13.5206914413232
"ENSMUSG00000023010","Tmbim6",12.1110970131421,12.8143038364135,12.6598679070623,11.8839217286954,13.0229194767818,13.1184360443888,11.5065940725575,12.6880827872237,13.1067096522792,12.3924755441341,11.8151368799582,12.0499337626143
"ENSMUSG00000062825","Actg1",12.6886873181035,12.6582683844995,13.4503578091415,12.4207958972188,14.1607194639658,12.9631637702337,12.3618223243247,12.2732734781855,12.5452741231949,12.2716004996142,12.570897915428,12.5484893490753
"ENSMUSG00000055322","Tns1",12.4018276026602,12.1425582237978,12.2492824862464,12.4787199423095,10.5683981856222,12.4831740026522,13.1065579761281,13.0884140507311,12.6640447915539,12.7679133670508,13.1075094806553,12.8525947711467
"ENSMUSG00000030399","Ckm",14.438665325541,16.4289518775387,14.2256546861993,15.0977121738931,14.7296378076068,14.1145127043082,15.1750240905235,15.8223487163021,14.5267756224572,15.6533120221788,14.3213585272591,15.7824558024988
"ENSMUSG00000013643","Lypd8",6.12813906701295,6.28637925409745,6.48946097145045,7.43073997608793,8.35783958973023,5.91632233706334,5.74684282081997,6.09250581927792,5.74684282081997,5.74684282081997,5.74684282081997,6.08980835948993
"ENSMUSG00000074272","Ceacam1",10.3372114574485,10.91212485009,11.628652158075,9.8602234801748,9.82439134246425,11.5323920884233,8.87385810542917,10.6397650108916,10.9214063167975,10.5682455280704,10.3534163165289,9.81705442768414
"ENSMUSG00000043716","Rpl7",12.9657722083792,13.4201452014354,13.6448528780645,13.2992442538281,14.7304214017105,13.6005573427802,13.6821972752482,13.4842350768322,13.7471927451804,13.6472481550458,13.2011509835969,13.5195681082721
"ENSMUSG00000002944","Cd36",13.1496697824203,13.4238075452144,12.7691236343776,13.9124717999298,13.5529974553378,11.2598451003062,13.3527897119376,13.7338055765888,13.6552243258886,14.0503353577727,13.9790567793367,14.0546374354502
"ENSMUSG00000022283","Pabpc1",13.5005871249309,13.4972227509023,13.6649857501839,13.1514910975972,13.1544361307841,13.8085966303789,13.833494572363,13.262676352605,13.9271379644029,13.5306436812262,13.7997818890646,13.4565280801531
"ENSMUSG00000025150","Cbr2",8.36095704257607,9.76107278439074,11.8653969984003,8.20270682623718,11.5549993844093,11.4475263045195,8.57175697801885,9.46623320877454,10.1212479554384,10.3282674690334,9.09468522300885,9.21296204570892
"ENSMUSG00000030954","Gp2",15.1043290433283,16.2242243085028,16.1632988454481,13.2575091585367,15.4468042917985,16.6085184626142,10.2489363135173,14.207322645476,14.8951988823617,14.0734052176971,13.3303711888226,12.6887991959506
"ENSMUSG00000018339","Gpx3",10.4051278097112,11.4380921018547,11.116156993414,9.97003958313637,11.4837594033858,11.5638560467155,11.0121461610037,10.2890436304776,10.7779220354035,10.1737722096344,9.30089150824243,10.3826602886697
"ENSMUSG00000024608","Rps14",12.9754358706665,13.383001130003,13.7957018383461,13.0984655974442,15.0656496724498,13.038250975066,13.3775056231332,13.3176940180786,13.5635878825812,13.5053394466174,13.3831229740259,13.2342905273314
"ENSMUSG00000022892","App",13.1656044228868,13.8228607658983,13.3322276072728,12.7556454600125,12.5244467877955,13.589571839302,12.7521124638761,13.3871904194077,13.9984251449041,13.3134791119146,13.1670666903599,12.9110687393857
"ENSMUSG00000073411","H2-D1",11.53443950062,12.7505097032374,12.5080473496896,12.0371842786146,12.6643279785523,12.1375036545788,9.83970409302523,11.3361062907028,11.8903898983127,11.3386463651081,10.35768991982,11.3097093629255
"ENSMUSG00000053279","Aldh1a1",10.2391031517067,10.7748420256134,11.7858973654526,10.6709183651364,10.4991023551402,11.155731267699,11.1174155623391,11.2981435256437,11.0632404531142,11.5629574499833,10.9514733537658,11.5206154589561
"ENSMUSG00000007655","Cav1",11.964873266352,12.8030987228943,12.1794562099556,13.141952511962,13.8782489623286,11.629196831535,12.1777581035234,12.671966086988,13.2842275413308,12.5823254990625,12.2581731761043,12.9678137287328
"ENSMUSG00000026208","Des",13.9939622042876,15.3348486304764,13.4839438218515,14.5229851263901,13.9396615112307,13.0842103365165,15.187334221603,15.0813481367091,13.8170819319404,15.0273359525218,14.4847870347448,15.0123422307246
"ENSMUSG00000056492","Adgrf5",11.8746048409308,12.1082046532769,11.8448597057248,11.9923855789108,10.7504148131939,10.5257997659939,12.1483222066957,12.3024685569068,11.4562410718445,12.0645457388722,12.227609198304,12.1468991434178
"ENSMUSG00000022505","Emp2",12.0546298262877,11.3314861138769,11.4294807731819,11.7451880846274,11.3252386132691,11.6819617929893,12.178040964637,11.1746397218578,11.4683484344838,11.4848184687236,12.1817172833662,11.3933429290199
"ENSMUSG00000038393","Txnip",13.1953602122945,13.1364734969395,13.4854312441151,13.2555448241387,13.0888434058353,12.8204059603654,13.1494495802867,13.4760223927285,13.0388364054956,13.6797515483368,13.2883845599625,13.4360344649226
"ENSMUSG00000018593","Sparc",12.1415379798598,13.1888734466204,13.124102531006,12.6800340815369,13.7081589933908,13.4820761173324,11.8261531500968,12.6614273275152,13.6378033928077,12.0760512001789,11.37280753486,12.9518009174854
"ENSMUSG00000023092","Fhl1",14.0310144893996,14.1679392081313,13.6464902523853,14.7224116564295,14.3424251543468,12.4820517776997,14.284573134945,14.5325738740569,13.5265659069769,14.5266744330678,14.4872230308516,14.8167881154591
"ENSMUSG00000053964","Lgals4",6.37599568154064,7.1291676882951,6.72147614034872,5.74684282081997,5.74684282081997,6.53248566230765,6.9427191705988,6.9600655499678,6.66875434806557,7.03107520214818,6.60085082715675,6.59952261754321
"ENSMUSG00000020372","Rack1",13.4272496090102,13.5352709641828,13.7198685527821,13.4878263971768,14.4806838372071,13.4524945625595,13.8448507011141,13.4295249064591,13.5925593024133,13.6483081628171,13.6014480130444,13.6012447973364
"ENSMUSG00000015568","Lpl",14.4351066873297,15.8913468041375,13.1929488804392,14.9068262542438,14.7779157520766,12.262378923192,14.1308171277852,13.9974841305557,14.2186851287819,14.2936753648696,14.4639132941139,14.4459701921921
"ENSMUSG00000032294","Pkm",13.1751991018204,14.4741670100655,13.2751582704581,13.669728952343,13.0655466765037,12.9796902917754,13.6707867760168,13.8388950238321,12.9179122550451,13.6792802107834,13.1760033497084,13.9401746886096
"ENSMUSG00000032366","Tpm1",13.3379425137011,15.1159126804484,13.3665341291974,14.3396463114729,14.8614498711465,13.4210255800867,14.011230159699,14.8353461673408,13.4762601541652,14.6524017799125,13.2528908095004,14.7196473470179
"ENSMUSG00000028307","Aldob",7.66954223934429,8.04234374104306,7.30624074214431,6.40641076267444,7.01563379823164,6.9781295522485,8.75581053573197,6.0292996974761,6.02292739603699,6.9725522804023,6.88005889044979,6.62102755302269
"ENSMUSG00000026728","Vim",12.9356920256267,13.7203273565112,13.4927316615848,13.4939092879939,14.2076200217505,12.964503595486,13.208236239655,13.6040399239209,14.0998864951049,13.5255133337241,13.276321445732,13.8972849072725
"ENSMUSG00000022824","Muc13",5.74684282081997,6.67092460066986,7.82326411098944,5.74684282081997,7.70736558533146,7.23428028805792,6.20453250813191,6.53711083693287,6.79456968898018,5.74684282081997,5.74684282081997,6.45532425152954
"ENSMUSG00000024610","Cd74",10.423107007604,11.6694627771565,12.2157573269928,12.2466596053495,11.1573182111267,11.4317209024583,10.1679250389781,10.9230854294806,12.0945419882525,10.5820445782428,9.6617367824997,11.5005059644337
"ENSMUSG00000031320","Rps4x",12.6845588045127,12.9930182411018,13.6352986692019,13.4165302290875,14.5499523676679,13.3173574398701,13.1113048993888,13.2676694537214,13.5859784528446,13.5218375973058,12.9839230691242,13.3796422323395
"ENSMUSG00000004207","Psap",12.7741242431634,13.6666835650003,13.036900501302,13.1199102468623,12.8569574811817,13.1282724587822,12.5879051882031,13.3656185679334,13.3851667953005,13.0666952348491,12.7562329676241,13.3139171090834
"ENSMUSG00000031447","Lamp1",13.1504183251428,13.6669645331245,13.0992085061483,13.2523118853677,13.016158311407,13.0049119456396,12.9219875136923,13.1609567765701,13.3968235569093,13.1486566185933,13.1497946034248,13.2081876272999
"ENSMUSG00000003477","Inmt",10.0869149419743,10.2610079079813,10.7245484154914,10.773415345793,12.5668647228048,9.7507944888172,11.0608396045837,12.0441337791761,11.2542770155081,11.6598156087334,11.1429654654056,11.4908547944755
"ENSMUSG00000025809","Itgb1",12.6695975468575,12.7933510373004,12.6681538644326,12.9406253152535,12.0799933209704,12.4643553008896,12.5519097177787,12.6774341563346,12.6777921297949,12.5782861330002,12.5517060674968,12.8186941444332
"ENSMUSG00000054889","Dsp",14.8013086734482,12.9731599104774,14.3241502254395,13.813040689451,13.4383879849738,13.9633628865483,15.4894578257479,13.1493627791987,13.3234848095476,13.8567511553029,15.106782322659,13.9951775321469
"ENSMUSG00000068587","Mgam",6.25016326204091,6.44073972887123,5.74684282081997,5.74684282081997,7.21279779123703,7.10477026968015,6.16494408001988,5.94672922292977,5.74684282081997,6.15310084219149,5.74684282081997,6.57739593066201
"ENSMUSG00000020719","Ddx5",12.8215176585487,12.6893066449397,13.0598146863306,12.7671159259458,13.4057589916191,12.5624705360891,12.6088273123103,12.6037225331824,12.6321214448844,12.6375260273845,12.7707042157128,12.688577082648
"ENSMUSG00000030208","Emp1",12.2277679575246,11.6565004845956,12.2969804647866,12.5766055975225,13.3075940307966,12.4939774002697,12.3417637492002,11.5638395050931,11.6445141757316,12.0529477543183,12.2313926416115,12.2157254638244
"ENSMUSG00000028464","Tpm2",13.6403585525187,15.610210448241,13.5307967466155,14.6349380719225,13.0041905724571,13.6141085971231,14.6988559712495,15.110062302752,13.9532089876596,15.1363657127671,13.7519614637519,15.1869255590556
"ENSMUSG00000023959","Clic5",11.4033787371457,11.5106689793754,10.8789094928077,11.7947361675155,10.4021445765164,10.4807557864369,11.1888037463587,11.2333876424474,10.6383397192345,11.2227937408474,11.4427779626558,11.4004148005779
"ENSMUSG00000059588","Calcrl",10.6358669431781,10.3294651904903,10.8844749742426,11.1786445008889,11.124725858401,9.70259799465109,10.2596863999248,9.77886777721499,10.0218454318337,10.0668760350042,10.4059446104246,10.28479529919
"ENSMUSG00000052974","Cyp2f2",10.7784046821379,10.5914180728246,12.5440717633829,9.90545146543502,11.4708540416217,12.3760912225347,10.7078593567583,10.5421240799822,11.7598157222598,10.9380725648945,10.3437540118703,10.5149941570356
"ENSMUSG00000047730","Fcgbp",10.7517938887532,11.7411487914026,10.7890338073059,9.48631701961555,10.2108577447362,11.5370836208432,9.63320318050064,11.6507455225176,12.4659998345095,11.4008283086328,11.6630963970411,10.4023270158647
"ENSMUSG00000064354","mt-Co2",10.8443389789489,14.2009107822008,14.0726912552142,12.836153906968,13.162059854988,11.3454654565736,10.8875399113522,12.7973790271751,12.1662696696715,13.7881149168499,11.1079166637234,13.0917422761715
"ENSMUSG00000026043","Col3a1",14.1550982665145,14.4788955571135,14.4351207075649,14.2248672887639,14.0227274337008,14.3089869821922,13.0151661178849,13.1776123105353,14.2600305821878,12.29172303964,12.3217987158518,13.6744001697209
"ENSMUSG00000025290","Rps24",11.6456788477604,12.2544921920435,12.6580426500995,12.6202238364818,12.0714713497975,12.7325421092166,12.8192928342688,12.8080120562389,12.7258471469529,12.9316901248849,11.9568903346903,12.7937166751522
"ENSMUSG00000012848","Rps5",12.8263973260823,13.132816628268,13.568423146299,12.8748749638044,15.1227066202131,13.0225141836097,13.0119965661612,13.0602634236144,13.2917676711485,13.4044635587892,12.8279487618201,13.1872742647691
"ENSMUSG00000061904","Slc25a3",12.588178150041,13.5408006424605,12.8140742342177,13.4400716419994,15.066609008267,12.2917118034409,12.6119710242908,13.7554017272975,12.7792516850325,13.7063663805248,12.7574444652888,13.5629849556764
"ENSMUSG00000004951","Hspb1",12.8050684630952,13.1778744242233,14.1981473642401,11.7693883122251,14.1196570306921,11.3610190019235,12.3623202320634,12.0875685253957,11.8855081217683,12.260298803226,11.2847699673345,12.3632965646212
"ENSMUSG00000032518","Rpsa",13.2198151630632,13.5633136709018,13.7693623106442,13.0770151871087,14.2454886995997,13.6083777160456,11.4760864985941,10.7416888954256,11.0632404531142,10.8455828304484,11.3092182052718,11.3371851224194
